subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1780674970583,20260717,144215,0,0.024,3,2675.8,370.8181818181818,1193.0,59.6,602.0
subject_1780674970583,20260717,144215,1,1.893,1,2566.0,366.77272727272725,1092.0,30.5,568.5
subject_1780674970583,20260717,144215,2,3.575,1,2801.2,383.45454545454544,1207.0,45.4,624.0
subject_1780674970583,20260717,144215,3,5.039,1,2533.2,421.8181818181818,1112.0,128.4,651.0
subject_1780674970583,20260717,144215,4,6.752,1,2871.6,350.1363636363636,1213.0,-56.3,707.5
subject_1780674970583,20260717,144215,5,7.842,2,2473.0,314.45454545454544,965.0,38.0,521.5
subject_1780674970583,20260717,144215,6,9.898,1,3010.0,348.3636363636364,1368.0,-109.2,813.0
subject_1780674970583,20260717,144215,7,11.093,2,2600.4,294.47727272727275,1048.0,-136.15,624.75
subject_1780674970583,20260717,144215,8,13.262,1,2919.2,378.59090909090907,1335.0,-268.9,820.5
subject_1780674970583,20260717,144215,9,14.321,2,2282.5,276.77272727272725,952.5,-155.4,563.5
subject_1780674970583,20260717,144215,10,16.221,1,2904.0,343.54545454545456,1276.0,-369.0,850.0
subject_1780674970583,20260717,144215,11,17.903,1,2882.4,362.27272727272725,1345.0,-385.2,894.0
subject_1780674970583,20260717,144215,12,19.585,1,2901.0,398.6363636363636,1371.0,-404.6,913.0
subject_1780674970583,20260717,144215,13,21.267,1,2989.0,382.45454545454544,1359.0,-406.8,940.0
subject_1780674970583,20260717,144215,14,22.949,1,2954.8,373.8636363636364,1358.0,-431.9,941.5
subject_1780674970583,20260717,144215,15,24.631,1,3035.0,392.40909090909093,1372.0,-428.7,984.5
subject_1780674970583,20260717,144215,16,26.126,1,2896.0,382.77272727272725,1318.0,-425.9,979.5
subject_1780674970583,20260717,144215,17,27.278,2,2254.6,293.8636363636364,925.0,-240.0,635.5
subject_1780674970583,20260717,144215,18,29.147,1,2392.2,335.40909090909093,981.0,-539.1,782.5
subject_1780674970583,20260717,144215,19,31.078,1,3113.0,379.6363636363636,1384.0,-490.4,975.0
subject_1780674970583,20260717,144215,20,32.573,1,2864.2,384.40909090909093,1249.0,-508.1,949.5
subject_1780674970583,20260717,144215,21,34.286,1,3022.0,392.40909090909093,1324.0,-497.5,993.5
subject_1780674970583,20260717,144215,22,35.376,2,1972.4,199.4090909090909,506.5,-257.7,398.5
subject_1780674970583,20260717,144215,23,37.494,1,3042.4,377.40909090909093,1251.0,-543.7,888.5
subject_1780674970583,20260717,144215,24,38.646,1,3277.6000000000004,284.40909090909093,539.0,-677.7,580.5
subject_1780674970583,20260717,144215,25,40.235,2,2155.4,264.45454545454544,769.5,-320.59999999999997,560.0
subject_1780674970583,20260717,144215,26,42.29,1,2878.2,347.95454545454544,1136.0,-568.3,850.5
subject_1780674970583,20260717,144215,27,43.972,1,2782.8,342.90909090909093,1140.0,-530.4,861.0
