subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784609034497,20260721,134404,0,0.357,1,4045.2,491.59090909090907,1337.0,0.8999999999999999,689.5
subject_1784609034497,20260721,134404,1,2.102,1,5526.0,645.9545454545455,1682.0,19.299999999999997,1063.5
subject_1784609034497,20260721,134404,2,3.66,1,4762.0,568.8636363636364,1560.0,82.9,856.5
subject_1784609034497,20260721,134404,3,5.249,1,4257.0,512.1818181818181,1409.0,-17.599999999999994,737.0
subject_1784609034497,20260721,134404,4,6.963,1,5456.0,654.4090909090909,1743.0,133.5,1028.5
subject_1784609034497,20260721,134404,5,8.521,1,4236.0,528.7272727272727,1439.0,76.2,733.0
subject_1784609034497,20260721,134404,6,10.079,1,3122.0,419.54545454545456,1263.0,-6.2,695.0
subject_1784609034497,20260721,134404,7,11.699,1,3042.0,427.40909090909093,1319.0,-5.5,735.5
subject_1784609034497,20260721,134404,8,13.382,1,3511.0,452.90909090909093,1392.0,100.2,794.0
subject_1784609034497,20260721,134404,9,14.94,2,2325.5,302.04545454545456,1016.0,26.3,626.0
subject_1784609034497,20260721,134404,10,16.56,1,3152.4,425.72727272727275,1139.0,-9.2,583.0
subject_1784609034497,20260721,134404,11,18.18,3,2259.0,287.54545454545456,928.0,7.0,550.0
subject_1784609034497,20260721,134404,12,19.894,1,3244.6000000000004,510.1363636363636,1373.0,242.7,695.5
subject_1784609034497,20260721,134404,13,21.452,1,2799.6,429.59090909090907,1103.0,221.1,716.5
subject_1784609034497,20260721,134404,14,23.041,3,2689.0,354.54545454545456,969.0,93.0,666.5
subject_1784609034497,20260721,134404,15,24.661,3,2115.4,300.0,891.0,124.8,606.0
subject_1784609034497,20260721,134404,16,26.282,4,2364.7,321.8409090909091,909.5,107.45,652.25
subject_1784609034497,20260721,134404,17,27.902,3,2203.2,279.1818181818182,786.0,71.2,602.5
subject_1784609034497,20260721,134404,18,29.522,4,2026.4,346.52272727272725,851.0,166.2,573.75
subject_1784609034497,20260721,134404,19,31.143,3,2133.8,342.1363636363636,845.0,83.1,555.5
subject_1784609034497,20260721,134404,20,32.763,3,2236.8,323.5,759.0,70.9,547.5
subject_1784609034497,20260721,134404,21,34.383,4,1665.9,296.5681818181818,713.0,136.95,482.75
subject_1784609034497,20260721,134404,22,36.004,3,1468.0,310.72727272727275,790.0,149.5,470.5
subject_1784609034497,20260721,134404,23,37.624,5,1632.6,303.6818181818182,751.0,94.7,502.5
subject_1784609034497,20260721,134404,24,39.244,5,1597.6,272.90909090909093,710.0,96.8,483.5
subject_1784609034497,20260721,134404,25,40.864,4,1296.6000000000001,243.1818181818182,570.5,83.05,390.0
subject_1784609034497,20260721,134404,26,42.484,6,1343.0,269.6818181818182,637.5,133.6,425.0
subject_1784609034497,20260721,134404,27,44.105,6,1432.1,261.8863636363636,565.5,114.75,435.25
subject_1784609034497,20260721,134404,28,45.725,5,1488.8000000000002,194.0,375.0,14.799999999999997,346.5
subject_1784609034497,20260721,134404,29,47.345,5,1375.1999999999998,202.45454545454547,470.0,40.6,348.0
subject_1784609034497,20260721,134404,30,48.965,4,1045.3,151.45454545454544,299.0,39.650000000000006,270.5
subject_1784609034497,20260721,134404,31,50.585,7,772.0,231.4090909090909,656.0,174.7,335.5
subject_1784609034497,20260721,134404,32,52.206,12,584.1999999999999,218.25,653.0,184.7,370.0
subject_1784609034497,20260721,134404,33,53.826,8,710.7,143.70454545454544,428.5,31.95,254.75
subject_1784609034497,20260721,134404,34,55.446,6,820.5,140.8409090909091,344.5,55.0,255.75
subject_1784609034497,20260721,134404,35,57.066,6,1022.6999999999999,194.70454545454544,398.5,74.44999999999999,304.25
subject_1784609034497,20260721,134404,36,58.686,7,903.0,164.1818181818182,329.0,69.5,290.0
subject_1784609034497,20260721,134404,37,60.307,8,746.0999999999999,144.38636363636363,425.5,21.95,252.75
subject_1784609034497,20260721,134404,38,61.927,7,585.0,178.27272727272728,635.0,96.2,387.5
subject_1784609034497,20260721,134404,39,63.547,19,322.4,182.5,561.0,122.6,319.5
subject_1784609034497,20260721,134404,40,65.167,20,320.9,160.11363636363637,515.5,111.7,298.5
subject_1784609034497,20260721,134404,41,66.788,16,381.8,198.95454545454544,627.0,146.5,370.5
subject_1784609034497,20260721,134404,42,68.408,20,284.6,172.8409090909091,515.5,135.15,291.75
subject_1784609034497,20260721,134404,43,70.028,20,290.29999999999995,185.5,518.5,171.25,306.0
subject_1784609034497,20260721,134404,44,71.648,20,284.1,170.5681818181818,467.0,156.05,265.5
subject_1784609034497,20260721,134404,45,73.268,20,345.3,205.79545454545456,561.5,185.39999999999998,330.25
subject_1784609034497,20260721,134404,46,74.888,20,301.70000000000005,195.77272727272728,541.0,161.1,309.0
subject_1784609034497,20260721,134404,47,76.509,20,300.1,186.38636363636363,521.5,182.8,290.25
subject_1784609034497,20260721,134404,48,78.129,7,548.8,311.45454545454544,729.0,248.6,469.5
