subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785397463794,20260730,174539,0,0.968,11,1058.6,111.54545454545455,315.0,17.6,181.0
subject_1785397463794,20260730,174539,1,2.561,11,1102.0,108.81818181818181,337.0,22.0,213.0
subject_1785397463794,20260730,174539,2,4.154,11,1056.0,113.72727272727273,343.0,4.100000000000001,199.0
subject_1785397463794,20260730,174539,3,5.778,11,1046.0,114.9090909090909,335.0,5.9,205.0
subject_1785397463794,20260730,174539,4,7.434,11,1159.0,121.77272727272727,356.0,23.5,215.0
subject_1785397463794,20260730,174539,5,9.027,14,1140.1,118.25,355.0,10.299999999999999,205.75
subject_1785397463794,20260730,174539,6,10.651,13,1170.0,113.45454545454545,363.0,9.6,210.0
subject_1785397463794,20260730,174539,7,12.275,12,1097.5,113.45454545454547,351.0,7.550000000000001,213.5
subject_1785397463794,20260730,174539,8,13.931,25,1076.0,111.0,356.0,8.899999999999999,202.5
subject_1785397463794,20260730,174539,9,17.148,10,1085.0,123.0909090909091,357.0,11.75,211.5
subject_1785397463794,20260730,174539,10,18.835,11,965.8,113.31818181818181,396.0,13.2,253.0
subject_1785397463794,20260730,174539,11,20.397,12,990.0,103.68181818181819,317.5,23.9,187.25
subject_1785397463794,20260730,174539,12,22.021,11,810.4,107.31818181818181,278.0,7.300000000000001,181.5
subject_1785397463794,20260730,174539,13,23.739,10,674.9000000000001,68.81818181818181,210.0,9.75,152.75
subject_1785397463794,20260730,174539,14,25.301,11,732.8,67.36363636363636,224.0,25.5,148.0
subject_1785397463794,20260730,174539,15,26.894,9,1638.4,146.77272727272728,406.0,22.2,413.5
subject_1785397463794,20260730,174539,16,28.518,21,704.6,76.77272727272727,226.0,6.699999999999999,157.5
subject_1785397463794,20260730,174539,17,31.767,11,637.6,68.9090909090909,186.0,12.399999999999999,144.0
subject_1785397463794,20260730,174539,18,33.391,23,673.2,74.0909090909091,206.0,6.2,150.0
subject_1785397463794,20260730,174539,19,36.64,11,681.6,64.95454545454545,184.0,6.2,138.5
subject_1785397463794,20260730,174539,20,38.264,9,622.4,67.5909090909091,184.0,19.8,141.5
subject_1785397463794,20260730,174539,21,39.951,9,552.0,63.59090909090909,172.0,25.0,138.5
subject_1785397463794,20260730,174539,22,41.544,10,580.5999999999999,62.04545454545455,171.0,15.850000000000001,136.25
subject_1785397463794,20260730,174539,23,43.137,9,605.0,59.36363636363637,159.0,6.0,140.0
subject_1785397463794,20260730,174539,24,44.824,9,609.4,61.95454545454545,170.0,2.8,137.0
subject_1785397463794,20260730,174539,25,46.417,11,533.1999999999999,59.90909090909091,157.0,22.8,134.0
subject_1785397463794,20260730,174539,26,48.01,9,622.4,59.31818181818182,173.0,11.3,122.5
subject_1785397463794,20260730,174539,27,49.728,7,676.8,71.31818181818181,219.0,4.7,136.5
subject_1785397463794,20260730,174539,28,51.29,7,520.4,57.40909090909091,147.0,11.1,124.0
subject_1785397463794,20260730,174539,29,52.883,7,448.0,45.36363636363637,127.0,7.0,113.0
subject_1785397463794,20260730,174539,30,54.601,8,485.9,47.81818181818181,141.5,-4.65,117.75
subject_1785397463794,20260730,174539,31,56.194,7,757.4,85.0,227.0,-0.4,134.5
subject_1785397463794,20260730,174539,32,57.756,9,744.0,77.68181818181819,242.0,5.5,153.5
subject_1785397463794,20260730,174539,33,59.38,9,890.0,98.5,303.0,20.3,169.0
subject_1785397463794,20260730,174539,34,61.067,10,942.7,99.22727272727273,309.0,4.5,167.25
subject_1785397463794,20260730,174539,35,62.629,10,755.0999999999999,82.61363636363637,256.5,25.75,157.75
subject_1785397463794,20260730,174539,36,64.253,9,915.6,95.5909090909091,299.0,6.800000000000001,179.0
subject_1785397463794,20260730,174539,37,76.282,7,9600.6,1351.9545454545455,1387.0,-402.1,2025.5
subject_1785397463794,20260730,174539,38,80.454,1,13182.0,1753.4545454545455,3270.0,-2836.0,2836.0
subject_1785397463794,20260730,174539,39,81.819,4,2899.2,624.4772727272726,1293.0,-92.1,1206.25
