subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784256238303,20260721,025259,0,0.0,1,,,128.0,,594.0
subject_1784256238303,20260721,025259,1,1.025,20,1988.0,147.27272727272725,687.0,40.15,462.25
subject_1784256238303,20260721,025259,2,2.653,20,2011.0,160.27272727272728,767.5,63.15,408.75
subject_1784256238303,20260721,025259,3,4.269,20,2244.7,120.52272727272728,535.0,58.900000000000006,362.5
subject_1784256238303,20260721,025259,4,5.892,20,1564.2,80.06818181818181,376.0,53.95,304.75
subject_1784256238303,20260721,025259,5,7.52,20,1983.5,118.3409090909091,536.0,63.6,362.75
subject_1784256238303,20260721,025259,6,9.136,19,1840.6,66.86363636363636,252.0,85.7,238.5
subject_1784256238303,20260721,025259,7,10.759,20,1758.8,86.8409090909091,338.0,52.5,321.0
subject_1784256238303,20260721,025259,8,12.421,19,2084.6000000000004,81.95454545454545,359.0,104.3,309.0
subject_1784256238303,20260721,025259,9,14.009,20,1824.0,77.1590909090909,288.5,83.25,276.5
subject_1784256238303,20260721,025259,10,15.625,17,1700.6,70.04545454545455,254.0,67.0,239.5
subject_1784256238303,20260721,025259,11,17.247,18,1885.8999999999999,81.0,299.0,82.65,253.25
subject_1784256238303,20260721,025259,12,18.876,19,1753.8,80.86363636363636,269.0,77.9,243.0
subject_1784256238303,20260721,025259,13,20.498,20,1928.2,91.4090909090909,334.0,60.1,312.0
subject_1784256238303,20260721,025259,14,22.114,17,1979.4,80.27272727272727,292.0,63.4,267.0
subject_1784256238303,20260721,025259,15,23.736,18,1929.4,87.61363636363637,292.0,74.30000000000001,268.75
subject_1784256238303,20260721,025259,16,25.365,19,2252.0,93.63636363636364,368.0,93.4,346.5
subject_1784256238303,20260721,025259,17,26.987,19,2015.6,105.54545454545455,320.0,85.3,321.0
subject_1784256238303,20260721,025259,18,28.603,19,2173.8,103.45454545454545,371.0,69.8,321.0
subject_1784256238303,20260721,025259,19,30.226,19,2039.0,100.27272727272727,384.0,78.0,346.0
subject_1784256238303,20260721,025259,20,31.854,19,2346.6,101.0,346.0,70.5,334.0
subject_1784256238303,20260721,025259,21,33.476,20,2277.6000000000004,120.1590909090909,391.0,100.5,385.0
subject_1784256238303,20260721,025259,22,35.092,20,2267.8,121.4090909090909,458.5,79.1,378.5
subject_1784256238303,20260721,025259,23,36.715,20,2322.3,152.88636363636363,467.5,86.0,412.25
subject_1784256238303,20260721,025259,24,38.337,20,2411.4,159.0681818181818,604.0,48.15,387.5
subject_1784256238303,20260721,025259,25,39.96,20,2611.6000000000004,198.13636363636363,763.5,67.25,433.0
subject_1784256238303,20260721,025259,26,41.581,20,2385.5,182.3181818181818,731.5,58.7,445.0
subject_1784256238303,20260721,025259,27,43.204,20,2439.7,202.13636363636363,806.0,43.75,450.0
subject_1784256238303,20260721,025259,28,44.826,20,2470.1,168.13636363636363,602.5,60.1,420.25
subject_1784256238303,20260721,025259,29,46.454,20,2548.3,156.72727272727272,577.0,68.35,414.0
subject_1784256238303,20260721,025259,30,48.071,19,2137.6,190.6818181818182,733.0,43.4,423.0
subject_1784256238303,20260721,025259,31,49.693,20,2385.9,205.4318181818182,795.5,50.7,444.75
subject_1784256238303,20260721,025259,32,51.315,20,1917.4,154.6818181818182,653.5,48.25,390.75
subject_1784256238303,20260721,025259,33,52.937,20,2160.6,187.4318181818182,749.5,51.3,409.0
subject_1784256238303,20260721,025259,34,54.591,19,2138.8,185.86363636363637,791.0,40.1,397.0
subject_1784256238303,20260721,025259,35,56.181,20,1977.6,170.20454545454544,663.0,38.5,381.5
subject_1784256238303,20260721,025259,36,57.804,20,2273.7,194.70454545454544,788.5,43.25,446.0
subject_1784256238303,20260721,025259,37,59.426,20,2083.2999999999997,178.72727272727275,693.5,47.5,390.0
subject_1784256238303,20260721,025259,38,61.048,20,2281.7,190.47727272727272,815.5,57.599999999999994,465.5
subject_1784256238303,20260721,025259,39,62.676,20,2302.5,196.11363636363637,765.5,35.15,436.25
subject_1784256238303,20260721,025259,40,64.292,20,2188.3,181.6818181818182,707.0,41.9,421.5
subject_1784256238303,20260721,025259,41,65.915,20,2126.4,187.79545454545456,707.5,57.2,410.5
subject_1784256238303,20260721,025259,42,67.537,19,2185.2,187.3181818181818,743.0,59.3,401.5
subject_1784256238303,20260721,025259,43,69.194,19,2238.8,178.27272727272728,744.0,52.0,428.5
subject_1784256238303,20260721,025259,44,70.785,20,2200.7,185.0,693.5,48.15,400.75
subject_1784256238303,20260721,025259,45,72.403,20,2273.6,192.29545454545456,704.5,60.0,415.0
subject_1784256238303,20260721,025259,46,74.025,20,2222.5,151.13636363636363,535.5,77.55,387.75
subject_1784256238303,20260721,025259,47,75.648,20,2324.5,194.63636363636363,710.0,51.9,429.5
subject_1784256238303,20260721,025259,48,77.27,20,2270.0,188.3409090909091,700.0,73.25,429.0
subject_1784256238303,20260721,025259,49,78.892,20,2340.1000000000004,165.15909090909093,625.0,59.05,383.25
subject_1784256238303,20260721,025259,50,80.52,20,2384.4,179.0681818181818,822.5,58.55,436.5
subject_1784256238303,20260721,025259,51,82.141,20,2414.3,186.6818181818182,679.5,72.75,417.0
subject_1784256238303,20260721,025259,52,83.759,20,2430.2,168.9318181818182,625.5,79.94999999999999,404.25
subject_1784256238303,20260721,025259,53,85.38,20,2388.3999999999996,205.5909090909091,739.0,53.35,435.75
subject_1784256238303,20260721,025259,54,87.003,20,2433.7,172.02272727272728,556.0,88.8,407.75
subject_1784256238303,20260721,025259,55,88.625,20,2422.1,142.36363636363637,449.5,81.55000000000001,385.25
subject_1784256238303,20260721,025259,56,90.253,20,2327.1,144.6590909090909,388.0,85.1,402.75
subject_1784256238303,20260721,025259,57,91.869,20,2212.9,146.90909090909093,416.0,78.55000000000001,380.5
subject_1784256238303,20260721,025259,58,93.491,19,2553.6000000000004,145.77272727272728,373.0,77.9,388.5
subject_1784256238303,20260721,025259,59,95.114,20,2227.6000000000004,144.4318181818182,385.0,85.69999999999999,380.5
subject_1784256238303,20260721,025259,60,96.736,19,2464.2,138.22727272727272,359.0,77.9,352.5
subject_1784256238303,20260721,025259,61,98.364,20,2486.6,139.86363636363637,384.0,91.05,361.5
subject_1784256238303,20260721,025259,62,99.98,20,2352.1000000000004,147.4090909090909,406.0,93.05,382.75
subject_1784256238303,20260721,025259,63,101.602,20,2330.8,128.1590909090909,390.0,100.05,357.5
subject_1784256238303,20260721,025259,64,103.225,19,2406.2,147.9090909090909,421.0,75.9,412.0
subject_1784256238303,20260721,025259,65,104.847,20,2349.7,132.15909090909093,370.0,81.25,361.25
subject_1784256238303,20260721,025259,66,106.506,19,1968.6,151.8181818181818,630.0,48.8,373.5
subject_1784256238303,20260721,025259,67,108.122,19,2067.8,124.18181818181819,387.0,78.5,368.5
subject_1784256238303,20260721,025259,68,109.713,20,2376.9,141.11363636363637,424.0,86.0,422.5
subject_1784256238303,20260721,025259,69,111.335,20,2411.9,135.1818181818182,383.0,93.1,373.0
subject_1784256238303,20260721,025259,70,112.958,20,2359.2,137.5909090909091,378.5,81.7,365.0
subject_1784256238303,20260721,025259,71,114.58,20,2559.3,140.95454545454544,375.0,80.80000000000001,386.25
subject_1784256238303,20260721,025259,72,116.202,20,2114.6,170.54545454545456,689.0,61.0,403.0
subject_1784256238303,20260721,025259,73,117.855,19,1862.4,150.36363636363637,679.0,55.9,411.0
subject_1784256238303,20260721,025259,74,119.452,20,2145.7000000000003,100.1590909090909,288.5,72.4,261.0
subject_1784256238303,20260721,025259,75,121.068,20,2111.8,161.11363636363637,487.5,51.900000000000006,372.5
subject_1784256238303,20260721,025259,76,122.691,19,2122.0,102.95454545454545,369.0,74.0,330.5
subject_1784256238303,20260721,025259,77,124.313,20,2281.0,187.97727272727275,664.0,68.6,412.5
subject_1784256238303,20260721,025259,78,125.935,19,2166.4,210.6818181818182,760.0,48.4,470.0
subject_1784256238303,20260721,025259,79,127.561,20,2252.0,176.13636363636363,636.0,53.400000000000006,424.25
subject_1784256238303,20260721,025259,80,129.185,20,2387.4,196.20454545454544,699.0,61.55,457.25
subject_1784256238303,20260721,025259,81,130.801,20,2249.0,190.1590909090909,713.5,51.8,431.0
