subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784615199160,20260721,160630,0,0.963,17,2701.6,281.09090909090907,873.0,24.4,507.5
subject_1784615199160,20260721,160630,1,2.581,20,2735.6000000000004,279.97727272727275,891.0,31.05,492.0
subject_1784615199160,20260721,160630,2,4.199,18,2918.8999999999996,301.0681818181818,903.0,23.1,526.5
subject_1784615199160,20260721,160630,3,5.817,20,2861.1,289.6590909090909,895.5,24.849999999999998,504.0
subject_1784615199160,20260721,160630,4,7.591,19,2955.0,303.1363636363636,931.0,41.7,512.0
subject_1784615199160,20260721,160630,5,10.672,20,2704.0,294.5454545454545,870.0,53.4,479.5
subject_1784615199160,20260721,160630,6,12.29,20,2554.0,278.3636363636364,835.5,57.7,449.5
subject_1784615199160,20260721,160630,7,13.908,20,2791.0,299.1136363636364,905.5,38.8,526.25
subject_1784615199160,20260721,160630,8,15.526,20,2896.7,306.79545454545456,961.5,38.65,532.25
subject_1784615199160,20260721,160630,9,17.145,20,2825.3,295.8181818181818,947.5,56.2,534.0
subject_1784615199160,20260721,160630,10,18.763,20,2850.9,300.8409090909091,930.0,81.0,570.0
subject_1784615199160,20260721,160630,11,20.381,20,3122.5,322.9090909090909,1009.0,77.9,593.75
subject_1784615199160,20260721,160630,12,21.999,20,2828.3999999999996,296.97727272727275,952.0,74.45,560.5
subject_1784615199160,20260721,160630,13,23.617,20,2995.5,304.9545454545455,1000.0,84.05,616.75
subject_1784615199160,20260721,160630,14,25.235,20,2858.5,295.8863636363636,977.0,104.80000000000001,609.25
subject_1784615199160,20260721,160630,15,26.854,20,2857.6,297.7954545454545,981.0,121.2,613.0
subject_1784615199160,20260721,160630,16,28.472,20,2681.6,289.3636363636364,928.0,129.2,624.0
subject_1784615199160,20260721,160630,17,30.09,20,2820.0,278.97727272727275,921.5,127.35,629.5
subject_1784615199160,20260721,160630,18,31.708,20,2940.3999999999996,310.95454545454544,996.5,134.0,676.0
subject_1784615199160,20260721,160630,19,33.326,20,2765.4,288.6590909090909,940.5,144.8,660.0
subject_1784615199160,20260721,160630,20,34.944,20,2604.5,272.70454545454544,935.5,144.5,662.75
subject_1784615199160,20260721,160630,21,36.563,20,2756.4,284.0454545454545,959.0,160.6,673.25
subject_1784615199160,20260721,160630,22,38.181,18,2843.9,327.27272727272725,1057.5,147.1,692.25
subject_1784615199160,20260721,160630,23,39.799,20,2735.8999999999996,283.79545454545456,960.0,157.5,676.5
subject_1784615199160,20260721,160630,24,41.417,20,2845.7000000000003,289.1136363636364,993.5,167.95,707.0
subject_1784615199160,20260721,160630,25,43.035,20,2842.2,295.3409090909091,1052.5,158.15,759.25
subject_1784615199160,20260721,160630,26,44.654,20,2840.8,286.3181818181818,1053.0,159.10000000000002,740.5
subject_1784615199160,20260721,160630,27,46.272,20,2932.1,285.1818181818182,1038.0,163.39999999999998,763.25
subject_1784615199160,20260721,160630,28,47.89,20,3003.9,305.3636363636364,1097.0,170.5,801.0
subject_1784615199160,20260721,160630,29,49.508,20,2811.6,287.72727272727275,1032.0,175.0,777.5
subject_1784615199160,20260721,160630,30,51.126,20,2706.4,281.4090909090909,992.0,177.05,743.25
subject_1784615199160,20260721,160630,31,52.745,20,2842.2,295.8181818181818,1038.5,193.10000000000002,766.0
subject_1784615199160,20260721,160630,32,54.363,20,3188.2,313.6136363636364,1167.0,185.7,835.0
subject_1784615199160,20260721,160630,33,55.981,20,3089.2000000000003,319.02272727272725,1083.5,198.5,801.5
subject_1784615199160,20260721,160630,34,57.599,20,3167.4,316.9318181818182,1158.0,206.7,834.5
subject_1784615199160,20260721,160630,35,59.217,20,3040.0,316.77272727272725,1130.0,193.4,859.5
subject_1784615199160,20260721,160630,36,60.835,20,3203.7,307.5454545454545,1188.0,191.0,896.25
subject_1784615199160,20260721,160630,37,62.454,20,3199.7,305.0,1159.5,196.35000000000002,853.5
subject_1784615199160,20260721,160630,38,64.072,20,3010.7,308.3409090909091,1099.5,185.65,833.75
subject_1784615199160,20260721,160630,39,65.69,20,3019.8,289.4545454545455,1129.5,181.65,855.25
subject_1784615199160,20260721,160630,40,67.308,20,3202.0,301.47727272727275,1202.5,193.60000000000002,876.25
subject_1784615199160,20260721,160630,41,68.927,20,3030.5,320.3181818181818,1163.5,191.6,857.5
subject_1784615199160,20260721,160630,42,70.545,20,3241.3,309.1818181818182,1213.5,199.15,911.25
subject_1784615199160,20260721,160630,43,72.163,19,3186.0,311.54545454545456,1202.0,188.1,899.5
subject_1784615199160,20260721,160630,44,73.781,20,2882.0,287.0454545454545,1079.0,194.7,830.75
subject_1784615199160,20260721,160630,45,75.399,16,3075.5,333.3181818181818,1199.5,194.3,970.0
subject_1784615199160,20260721,160630,46,77.018,20,3335.7,339.5909090909091,1316.0,205.85,966.75
subject_1784615199160,20260721,160630,47,78.636,20,3137.9,316.1818181818182,1175.5,212.65,919.0
subject_1784615199160,20260721,160630,48,80.254,20,3155.2,315.8863636363636,1155.5,204.75,918.5
subject_1784615199160,20260721,160630,49,81.872,20,3160.5,325.47727272727275,1216.5,204.89999999999998,925.5
subject_1784615199160,20260721,160630,50,83.491,19,3320.0,369.09090909090907,1251.0,240.9,888.0
subject_1784615199160,20260721,160630,51,85.109,20,3308.0,345.1818181818182,1256.5,221.2,949.75
subject_1784615199160,20260721,160630,52,86.727,20,3259.4,344.8636363636364,1292.0,221.9,978.5
subject_1784615199160,20260721,160630,53,88.345,20,3321.0,353.4090909090909,1247.5,222.10000000000002,922.75
subject_1784615199160,20260721,160630,54,89.967,20,3265.5,331.52272727272725,1249.5,213.15,986.0
subject_1784615199160,20260721,160630,55,91.582,20,3112.2,324.8863636363636,1173.0,213.95,957.0
subject_1784615199160,20260721,160630,56,93.2,20,3312.3,352.9090909090909,1272.0,212.9,978.25
subject_1784615199160,20260721,160630,57,94.818,20,3282.6,352.6818181818182,1270.0,198.25,981.0
subject_1784615199160,20260721,160630,58,96.436,20,3140.3,343.72727272727275,1223.5,196.64999999999998,939.25
subject_1784615199160,20260721,160630,59,98.055,20,3190.6,336.9318181818182,1254.0,217.35,954.0
subject_1784615199160,20260721,160630,60,99.673,20,3270.6,363.1818181818182,1220.0,215.15,986.5
subject_1784615199160,20260721,160630,61,101.291,20,3253.5,340.20454545454544,1247.0,181.2,944.25
subject_1784615199160,20260721,160630,62,102.909,20,3150.9,329.4318181818182,1172.5,190.14999999999998,947.5
subject_1784615199160,20260721,160630,63,104.527,20,3166.0,343.77272727272725,1225.5,212.14999999999998,987.5
subject_1784615199160,20260721,160630,64,106.146,20,3211.4,331.70454545454544,1218.5,218.85,978.5
subject_1784615199160,20260721,160630,65,107.764,20,3064.5,338.1590909090909,1180.0,206.6,950.25
subject_1784615199160,20260721,160630,66,109.382,20,3146.5,336.52272727272725,1188.0,214.3,962.0
subject_1784615199160,20260721,160630,67,111.0,20,3172.7,356.02272727272725,1226.5,214.9,963.0
subject_1784615199160,20260721,160630,68,112.619,20,3060.5,326.9545454545455,1188.0,190.5,968.5
subject_1784615199160,20260721,160630,69,114.237,20,2993.6,318.0,1161.5,199.3,929.5
subject_1784615199160,20260721,160630,70,115.855,20,2950.9,299.5909090909091,1145.0,200.8,944.5
subject_1784615199160,20260721,160630,71,117.473,20,2855.5,304.29545454545456,1055.5,200.14999999999998,901.25
subject_1784615199160,20260721,160630,72,119.092,20,3142.9,357.47727272727275,1228.0,219.1,995.25
subject_1784615199160,20260721,160630,73,120.71,20,3045.3,339.15909090909093,1178.5,200.25,955.0
subject_1784615199160,20260721,160630,74,122.328,20,3047.0,327.6136363636364,1171.0,174.65,931.0
subject_1784615199160,20260721,160630,75,123.946,20,3030.3,333.9545454545455,1165.5,196.05,948.25
subject_1784615199160,20260721,160630,76,125.564,20,3162.0,328.5909090909091,1224.0,213.3,980.5
subject_1784615199160,20260721,160630,77,127.183,20,3077.3999999999996,334.68181818181813,1179.5,182.55,952.0
subject_1784615199160,20260721,160630,78,128.801,20,2986.0,309.0681818181818,1158.5,172.0,933.75
subject_1784615199160,20260721,160630,79,130.419,18,3316.2,327.04545454545456,1216.0,204.6,981.0
subject_1784615199160,20260721,160630,80,132.037,20,2966.5,330.1363636363636,1225.5,184.8,979.75
subject_1784615199160,20260721,160630,81,133.656,20,3155.3,336.20454545454544,1199.5,203.05,984.25
subject_1784615199160,20260721,160630,82,135.274,20,3099.3,332.8181818181818,1240.5,213.0,982.0
subject_1784615199160,20260721,160630,83,136.892,20,3046.1,324.6363636363636,1169.5,193.2,950.25
subject_1784615199160,20260721,160630,84,138.51,20,2871.8999999999996,301.1363636363636,1070.5,164.6,844.75
subject_1784615199160,20260721,160630,85,140.129,20,2915.4,316.3636363636364,1052.0,174.25,912.75
subject_1784615199160,20260721,160630,86,141.747,20,2427.5,269.9090909090909,916.0,155.6,781.25
subject_1784615199160,20260721,160630,87,143.365,20,2793.7,297.97727272727275,982.0,157.89999999999998,828.75
subject_1784615199160,20260721,160630,88,144.983,20,2738.0,304.3636363636364,1022.0,134.5,854.0
subject_1784615199160,20260721,160630,89,146.602,20,2623.1,300.4090909090909,981.5,131.39999999999998,799.0
subject_1784615199160,20260721,160630,90,148.22,20,2781.5,301.29545454545456,994.5,150.25,840.5
