subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784609873531,20260721,135755,0,0.388,19,4258.0,200.9090909090909,536.0,723.2,344.0
subject_1784609873531,20260721,135755,1,1.977,19,3339.8,234.86363636363637,618.0,642.5,397.5
subject_1784609873531,20260721,135755,2,3.628,17,3015.0,294.09090909090907,842.0,240.2,462.0
subject_1784609873531,20260721,135755,3,5.247,19,3327.8,281.3636363636364,819.0,364.9,470.0
subject_1784609873531,20260721,135755,4,6.836,19,2966.8,285.6363636363636,897.0,315.2,567.5
subject_1784609873531,20260721,135755,5,8.486,18,3225.3,277.6590909090909,772.0,486.1,461.25
subject_1784609873531,20260721,135755,6,10.106,18,3903.9,223.11363636363637,498.5,769.55,360.25
subject_1784609873531,20260721,135755,7,11.726,18,2699.3,308.1590909090909,936.5,317.45,571.75
subject_1784609873531,20260721,135755,8,13.376,18,2607.5,293.1363636363636,623.5,506.5,474.25
subject_1784609873531,20260721,135755,9,14.965,18,3753.5,302.0454545454545,893.5,433.04999999999995,538.5
subject_1784609873531,20260721,135755,10,16.554,19,3360.2,274.3636363636364,527.0,672.1,431.0
subject_1784609873531,20260721,135755,11,18.195,18,4104.200000000001,281.1363636363636,643.0,600.05,459.0
subject_1784609873531,20260721,135755,12,19.855,18,3658.7,297.7045454545455,918.5,398.25,548.25
subject_1784609873531,20260721,135755,13,21.444,18,3953.3,389.7045454545455,1396.0,72.25,847.75
subject_1784609873531,20260721,135755,14,23.023,17,3714.0,289.6818181818182,854.0,418.1,469.5
subject_1784609873531,20260721,135755,15,24.705,17,3656.2,286.6363636363636,823.0,502.5,449.5
subject_1784609873531,20260721,135755,16,26.303,19,3498.7999999999997,313.77272727272725,1043.0,299.2,667.0
subject_1784609873531,20260721,135755,17,27.923,18,3508.9,322.72727272727275,967.5,330.45,614.0
subject_1784609873531,20260721,135755,18,29.564,17,3873.0,329.3636363636364,933.0,381.1,533.5
subject_1784609873531,20260721,135755,19,31.215,17,3941.4,349.0,1160.0,225.4,751.0
subject_1784609873531,20260721,135755,20,32.741,18,3775.0,430.79545454545456,1812.0,-151.65,1063.75
subject_1784609873531,20260721,135755,21,34.423,17,3691.6,407.54545454545456,1767.0,-170.3,1046.0
subject_1784609873531,20260721,135755,22,36.074,17,3625.6000000000004,289.8636363636364,908.0,362.3,534.0
subject_1784609873531,20260721,135755,23,37.641,18,4229.9,326.45454545454544,979.0,376.1,601.75
subject_1784609873531,20260721,135755,24,39.282,16,3972.7,365.52272727272725,1421.5,120.55,821.25
subject_1784609873531,20260721,135755,25,40.933,17,3875.3999999999996,423.90909090909093,1736.0,-235.6,1026.0
subject_1784609873531,20260721,135755,26,42.459,18,3799.7000000000003,414.5681818181818,1711.5,-190.45,978.25
subject_1784609873531,20260721,135755,27,44.141,15,3951.0,442.1818181818182,1751.0,-233.0,967.5
subject_1784609873531,20260721,135755,28,45.823,15,3796.2,350.3181818181818,1167.0,344.0,755.5
