subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784219707826,20260717,013937,0,0.016,1,4599.799999999999,,1602.0,,835.5
subject_1784219707826,20260717,013937,1,1.659,1,3861.0,390.45454545454544,1317.0,73.8,728.0
subject_1784219707826,20260717,013937,2,2.713,19,2896.0,270.04545454545456,986.0,103.3,584.5
subject_1784219707826,20260717,013937,3,4.325,13,1819.8,244.22727272727272,625.0,123.8,389.0
subject_1784219707826,20260717,013937,4,5.936,15,3058.0,169.27272727272728,296.0,270.9,308.0
subject_1784219707826,20260717,013937,5,7.548,4,2338.0,305.0681818181818,878.0,1.499999999999993,588.75
subject_1784219707826,20260717,013937,6,9.721,1,3668.2000000000003,337.54545454545456,894.0,101.2,586.0
subject_1784219707826,20260717,013937,7,10.898,2,3466.6,291.6136363636364,816.5,214.55,534.25
subject_1784219707826,20260717,013937,8,12.82,4,4023.7000000000003,325.1818181818182,1120.0,161.5,628.0
subject_1784219707826,20260717,013937,9,14.091,2,2378.1,248.27272727272728,727.5,119.5,387.5
subject_1784219707826,20260717,013937,10,15.731,2,2373.3999999999996,282.20454545454544,836.5,155.95,520.75
