subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784598047019,20260721,104452,0,0.353,3,2266.4,267.90909090909093,115.0,-601.8,331.5
subject_1784598047019,20260721,104452,1,1.549,2,1456.8,158.02272727272728,222.5,-337.75,227.75
subject_1784598047019,20260721,104452,2,2.766,3,692.6,258.6818181818182,385.0,-389.3,458.5
subject_1784598047019,20260721,104452,3,4.039,2,1048.3,204.45454545454544,549.5,-14.199999999999996,535.0
subject_1784598047019,20260721,104452,4,5.66,2,1308.3,184.86363636363637,591.0,-28.599999999999998,421.0
subject_1784598047019,20260721,104452,5,7.281,4,972.3,190.6818181818182,516.5,-256.6,466.25
subject_1784598047019,20260721,104452,6,8.903,5,1235.8000000000002,182.3181818181818,554.0,-155.9,378.0
subject_1784598047019,20260721,104452,7,10.47,9,1266.0,193.5,562.0,-93.9,313.5
subject_1784598047019,20260721,104452,8,12.435,8,1148.3,166.1818181818182,477.5,-179.15,330.0
subject_1784598047019,20260721,104452,9,13.87,12,1485.3,190.70454545454544,601.0,-120.6,399.5
subject_1784598047019,20260721,104452,10,15.523,13,1454.4,182.6818181818182,589.0,-172.6,386.0
subject_1784598047019,20260721,104452,11,16.958,14,1541.6,176.02272727272725,586.5,-203.15,439.0
subject_1784598047019,20260721,104452,12,18.736,13,1705.2,189.77272727272728,643.0,-309.3,546.5
subject_1784598047019,20260721,104452,13,20.295,14,1763.1,180.8181818181818,600.0,-319.75,497.0
subject_1784598047019,20260721,104452,14,21.949,14,1403.2,170.3181818181818,536.5,-294.0,410.75
subject_1784598047019,20260721,104452,15,23.539,15,1224.6,150.72727272727272,417.0,-334.4,347.5
subject_1784598047019,20260721,104452,16,25.161,15,1521.1999999999998,162.13636363636363,488.0,-330.1,406.0
subject_1784598047019,20260721,104452,17,26.783,16,1400.3,159.9318181818182,480.0,-304.29999999999995,418.75
subject_1784598047019,20260721,104452,18,28.437,16,1472.6999999999998,161.02272727272725,501.0,-301.5,432.75
subject_1784598047019,20260721,104452,19,30.059,15,1440.4,163.5909090909091,502.0,-246.3,449.0
subject_1784598047019,20260721,104452,20,31.681,16,1330.4,165.11363636363637,490.5,-295.9,425.75
subject_1784598047019,20260721,104452,21,33.178,19,1080.6,155.95454545454547,403.0,-258.5,362.5
subject_1784598047019,20260721,104452,22,34.8,19,1451.4,185.8181818181818,551.0,-283.5,494.5
subject_1784598047019,20260721,104452,23,36.422,19,1358.6,187.27272727272728,554.0,-269.9,492.0
subject_1784598047019,20260721,104452,24,38.044,19,1199.8,193.13636363636363,511.0,-301.6,465.0
subject_1784598047019,20260721,104452,25,39.666,20,1441.6,215.0909090909091,625.5,-309.25,546.25
subject_1784598047019,20260721,104452,26,41.288,19,1870.0,234.72727272727272,735.0,-278.0,682.5
subject_1784598047019,20260721,104452,27,42.973,18,1998.5,274.3409090909091,894.0,-319.45,778.75
subject_1784598047019,20260721,104452,28,44.532,20,1621.3,228.86363636363637,648.0,-311.8,604.5
subject_1784598047019,20260721,104452,29,46.154,19,1252.0,203.5909090909091,534.0,-258.4,511.0
subject_1784598047019,20260721,104452,30,47.776,20,1299.8,205.88636363636363,589.5,-283.8,522.0
subject_1784598047019,20260721,104452,31,49.398,20,1475.5,215.75,639.0,-272.2,577.0
subject_1784598047019,20260721,104452,32,51.02,20,1550.3000000000002,221.88636363636363,661.0,-272.9,599.75
subject_1784598047019,20260721,104452,33,52.642,20,1133.1,203.9090909090909,449.5,-319.0,378.75
subject_1784598047019,20260721,104452,34,54.264,20,752.0,206.38636363636363,369.5,-300.25,336.5
subject_1784598047019,20260721,104452,35,55.886,20,824.4,223.04545454545456,379.5,-242.9,351.25
subject_1784598047019,20260721,104452,36,57.508,20,842.3,219.0909090909091,400.5,-205.95,390.5
subject_1784598047019,20260721,104452,37,59.13,20,1002.9000000000001,220.54545454545456,438.0,-201.65,420.5
subject_1784598047019,20260721,104452,38,60.752,20,946.9,223.11363636363637,430.5,-234.95,430.0
subject_1784598047019,20260721,104452,39,62.375,20,984.5,210.72727272727275,378.5,-207.1,392.5
subject_1784598047019,20260721,104452,40,63.997,20,975.9,225.02272727272725,421.0,-220.55,412.25
subject_1784598047019,20260721,104452,41,65.619,20,969.5,231.79545454545456,443.5,-221.3,425.75
subject_1784598047019,20260721,104452,42,67.24,20,853.4,218.4318181818182,410.5,-218.4,418.25
subject_1784598047019,20260721,104452,43,68.863,20,1146.9,239.0681818181818,428.0,-212.85,421.5
subject_1784598047019,20260721,104452,44,70.485,20,870.8,219.04545454545456,408.0,-252.95,396.0
subject_1784598047019,20260721,104452,45,72.107,20,802.3,227.1818181818182,421.5,-217.05,381.0
subject_1784598047019,20260721,104452,46,73.729,20,981.4,218.88636363636363,385.0,-151.3,363.5
subject_1784598047019,20260721,104452,47,75.351,20,892.5,225.4090909090909,386.0,-196.25,365.25
subject_1784598047019,20260721,104452,48,76.973,20,828.5,224.61363636363637,348.0,-181.85,350.25
subject_1784598047019,20260721,104452,49,78.595,20,913.0999999999999,216.54545454545453,385.5,-136.75,387.25
subject_1784598047019,20260721,104452,50,80.217,20,996.8,211.6818181818182,370.0,-173.64999999999998,363.5
subject_1784598047019,20260721,104452,51,81.839,20,894.9000000000001,213.38636363636363,357.5,-132.1,345.25
subject_1784598047019,20260721,104452,52,83.461,20,892.8999999999999,218.11363636363637,337.0,-156.4,342.75
subject_1784598047019,20260721,104452,53,85.084,20,1229.1000000000001,219.6818181818182,388.0,-193.35,387.0
subject_1784598047019,20260721,104452,54,86.706,20,1025.1999999999998,239.63636363636363,426.5,-172.95,397.5
subject_1784598047019,20260721,104452,55,88.328,20,1006.0999999999999,235.47727272727275,448.5,-153.55,426.75
subject_1784598047019,20260721,104452,56,89.95,20,860.0,241.75,376.0,-187.05,400.5
subject_1784598047019,20260721,104452,57,91.572,20,1125.1999999999998,246.75,415.0,-137.1,425.25
subject_1784598047019,20260721,104452,58,93.194,20,1056.9,236.3181818181818,358.5,-156.25,379.25
subject_1784598047019,20260721,104452,59,94.816,20,1038.7,250.4318181818182,379.5,-150.25,402.5
subject_1784598047019,20260721,104452,60,96.438,20,1086.1,238.34090909090907,382.5,-113.95,399.0
subject_1784598047019,20260721,104452,61,98.06,20,1023.5999999999999,245.63636363636363,409.0,-168.3,411.5
subject_1784598047019,20260721,104452,62,99.681,20,1143.6999999999998,243.04545454545456,387.5,-155.55,400.0
subject_1784598047019,20260721,104452,63,101.303,20,1148.8,236.6818181818182,383.0,-136.6,400.0
subject_1784598047019,20260721,104452,64,102.925,20,1165.9,234.6818181818182,397.0,-139.2,385.0
subject_1784598047019,20260721,104452,65,104.547,20,1153.4,236.25,379.0,-157.5,401.5
subject_1784598047019,20260721,104452,66,106.169,20,1141.2,243.0909090909091,385.5,-104.55,403.75
subject_1784598047019,20260721,104452,67,107.791,20,1361.8999999999999,240.45454545454544,373.0,-83.15,381.0
subject_1784598047019,20260721,104452,68,109.413,20,1075.6999999999998,245.4090909090909,389.5,-134.39999999999998,420.75
subject_1784598047019,20260721,104452,69,111.035,20,1302.6999999999998,242.5909090909091,401.5,-94.44999999999999,414.5
subject_1784598047019,20260721,104452,70,112.656,20,1238.6000000000001,234.47727272727275,403.5,-82.19999999999999,413.0
subject_1784598047019,20260721,104452,71,114.278,20,1171.1999999999998,247.65909090909093,425.0,-121.0,419.25
subject_1784598047019,20260721,104452,72,115.9,20,1328.8000000000002,254.75,416.5,-121.25,422.0
subject_1784598047019,20260721,104452,73,117.522,20,1125.3,252.9318181818182,408.5,-152.35000000000002,420.25
subject_1784598047019,20260721,104452,74,119.144,20,1146.8,241.6590909090909,417.0,-127.0,404.25
subject_1784598047019,20260721,104452,75,120.766,20,968.4000000000001,249.6818181818182,424.5,-135.8,395.5
subject_1784598047019,20260721,104452,76,122.387,20,1121.0,236.61363636363637,433.0,-94.35,422.75
subject_1784598047019,20260721,104452,77,124.01,20,1137.2,235.04545454545456,392.5,-84.85,397.0
subject_1784598047019,20260721,104452,78,125.631,20,1105.9,229.3181818181818,384.5,-64.25,390.25
subject_1784598047019,20260721,104452,79,127.253,20,1163.4,244.8181818181818,393.0,-113.5,416.5
subject_1784598047019,20260721,104452,80,128.875,20,1361.3,229.4090909090909,372.5,-117.1,392.5
subject_1784598047019,20260721,104452,81,130.497,20,1200.6,235.04545454545456,417.0,-71.94999999999999,415.25
subject_1784598047019,20260721,104452,82,132.119,20,1182.3,243.70454545454544,389.0,-109.5,397.5
