subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784598047019,20260721,145551,0,0.788,20,1902.8,207.47727272727275,885.5,-26.4,603.75
subject_1784598047019,20260721,145551,1,2.407,20,1954.4,139.1590909090909,423.0,12.75,335.75
subject_1784598047019,20260721,145551,2,4.026,20,1907.3,56.18181818181819,191.5,114.64999999999999,123.75
subject_1784598047019,20260721,145551,3,5.645,20,2148.2,70.18181818181819,217.5,152.4,148.0
subject_1784598047019,20260721,145551,4,7.263,20,2090.1,64.81818181818181,205.5,223.8,140.5
subject_1784598047019,20260721,145551,5,8.883,20,2021.8999999999999,54.272727272727266,188.5,239.5,121.25
subject_1784598047019,20260721,145551,6,10.502,20,2329.3,51.5,170.5,250.25,120.5
subject_1784598047019,20260721,145551,7,12.12,20,2073.1,43.40909090909091,161.0,239.55,100.75
subject_1784598047019,20260721,145551,8,13.74,20,2131.4,59.79545454545455,197.0,262.85,125.25
subject_1784598047019,20260721,145551,9,15.358,20,2023.6999999999998,47.70454545454545,163.0,276.25,115.5
subject_1784598047019,20260721,145551,10,16.978,20,2487.9,56.84090909090909,165.0,316.9,112.0
subject_1784598047019,20260721,145551,11,18.597,20,2011.5,52.31818181818181,187.5,273.5,120.25
subject_1784598047019,20260721,145551,12,20.216,20,2195.3999999999996,58.31818181818181,195.0,280.54999999999995,121.25
subject_1784598047019,20260721,145551,13,21.835,20,1884.3999999999999,58.772727272727266,208.0,215.05,127.25
subject_1784598047019,20260721,145551,14,23.454,20,2567.9,52.11363636363636,189.0,290.7,140.25
subject_1784598047019,20260721,145551,15,25.073,18,2555.0,43.81818181818182,157.0,234.2,110.25
subject_1784598047019,20260721,145551,16,26.692,18,2214.0,64.27272727272727,211.0,286.75,148.25
subject_1784598047019,20260721,145551,17,28.404,17,2388.6,63.18181818181818,199.0,230.5,131.5
subject_1784598047019,20260721,145551,18,29.992,18,2597.8999999999996,68.6590909090909,241.5,252.7,158.25
subject_1784598047019,20260721,145551,19,31.611,18,1866.3000000000002,56.88636363636364,186.0,216.0,115.75
subject_1784598047019,20260721,145551,20,33.23,18,1763.6999999999998,60.5,188.5,253.39999999999998,124.75
subject_1784598047019,20260721,145551,21,34.818,19,1803.0,68.4090909090909,245.0,205.7,156.5
subject_1784598047019,20260721,145551,22,36.437,19,1952.0,72.04545454545455,232.0,177.6,178.0
subject_1784598047019,20260721,145551,23,38.025,20,2064.7,54.13636363636364,213.5,247.6,136.25
subject_1784598047019,20260721,145551,24,39.644,20,2031.8000000000002,58.88636363636364,253.5,230.75,144.0
subject_1784598047019,20260721,145551,25,41.263,20,1920.2,68.29545454545455,224.0,201.85,150.5
subject_1784598047019,20260721,145551,26,42.883,19,1929.1999999999998,61.09090909090909,228.0,228.2,158.0
subject_1784598047019,20260721,145551,27,44.502,20,1911.0,79.22727272727272,308.5,228.7,175.0
subject_1784598047019,20260721,145551,28,46.121,18,1797.4,69.3409090909091,270.5,217.85,161.75
subject_1784598047019,20260721,145551,29,47.74,18,2040.8,74.68181818181819,259.0,224.0,158.5
subject_1784598047019,20260721,145551,30,49.421,18,2038.6999999999998,75.0909090909091,288.0,261.6,188.25
subject_1784598047019,20260721,145551,31,51.04,18,2134.6000000000004,65.93181818181819,243.0,239.39999999999998,146.0
subject_1784598047019,20260721,145551,32,52.628,19,1904.1999999999998,80.13636363636364,299.0,221.60000000000002,174.0
