subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785397463794,20260730,170005,0,0.691,1,2907.0,389.45454545454544,1241.0,112.8,732.0
subject_1785397463794,20260730,170005,1,2.722,1,3652.3999999999996,473.09090909090907,1363.0,-0.7999999999999972,779.0
subject_1785397463794,20260730,170005,2,4.129,9,3326.0,238.45454545454547,463.0,80.6,439.0
subject_1785397463794,20260730,170005,3,5.976,1,2932.4,282.1363636363636,510.0,-8.700000000000003,499.5
subject_1785397463794,20260730,170005,4,7.066,12,2625.6000000000004,263.27272727272725,483.0,0.14999999999999858,485.0
subject_1785397463794,20260730,170005,5,8.815,8,2948.5,290.6590909090909,528.5,-2.0500000000000007,522.5
subject_1785397463794,20260730,170005,6,10.597,9,3633.0,277.54545454545456,500.0,121.69999999999999,500.0
subject_1785397463794,20260730,170005,7,12.221,10,3504.6,271.04545454545456,492.5,19.4,503.0
subject_1785397463794,20260730,170005,8,13.627,10,3363.1,247.52272727272725,461.0,111.39999999999999,463.0
subject_1785397463794,20260730,170005,9,15.409,8,3115.5,332.4545454545455,510.0,13.25,529.25
subject_1785397463794,20260730,170005,10,17.158,9,3334.6,340.8181818181818,489.0,1.7999999999999972,535.5
subject_1785397463794,20260730,170005,11,18.44,8,3441.0,341.6590909090909,494.5,51.8,557.75
subject_1785397463794,20260730,170005,12,20.189,6,3412.2,353.8181818181818,495.5,10.900000000000006,575.5
subject_1785397463794,20260730,170005,13,21.814,8,3604.1000000000004,339.3636363636364,456.0,84.0,532.0
subject_1785397463794,20260730,170005,14,23.47,5,3322.4,364.54545454545456,455.0,25.0,536.0
subject_1785397463794,20260730,170005,15,25.001,8,3716.5,361.8409090909091,420.0,168.64999999999998,515.25
subject_1785397463794,20260730,170005,16,26.908,8,3528.2,373.8181818181818,778.5,141.2,671.5
subject_1785397463794,20260730,170005,17,28.407,9,3538.6,368.54545454545456,1200.0,148.5,877.0
subject_1785397463794,20260730,170005,18,29.814,8,3553.6000000000004,361.25,1174.5,186.15,851.5
subject_1785397463794,20260730,170005,19,31.845,5,3546.2,371.09090909090907,1186.0,169.7,868.5
subject_1785397463794,20260730,170005,20,33.47,5,3534.3999999999996,361.45454545454544,1203.0,188.2,901.5
subject_1785397463794,20260730,170005,21,35.095,6,3658.7,349.75,1205.0,195.5,915.5
subject_1785397463794,20260730,170005,22,36.876,1,3342.0,343.8636363636364,1216.0,293.5,937.5
subject_1785397463794,20260730,170005,23,38.251,4,3201.4,323.95454545454544,1092.0,291.2,865.5
subject_1785397463794,20260730,170005,24,40.001,6,3311.3999999999996,322.7954545454545,1118.0,323.7,908.25
subject_1785397463794,20260730,170005,25,41.657,3,3528.0,339.77272727272725,1198.0,306.5,977.5
