subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785157956456,20260728,151215,0,0.587,20,5992.5,482.06818181818187,1898.5,74.5,1916.25
subject_1785157956456,20260728,151215,1,2.252,19,5883.0,471.1363636363636,1903.0,103.6,1918.0
subject_1785157956456,20260728,151215,2,3.849,20,5923.700000000001,472.3636363636364,1921.0,73.7,1933.25
subject_1785157956456,20260728,151215,3,5.477,20,5706.8,514.5454545454545,1931.0,47.5,1937.0
subject_1785157956456,20260728,151215,4,7.135,19,6060.799999999999,512.9545454545455,1938.0,93.9,1938.5
subject_1785157956456,20260728,151215,5,8.732,20,6571.700000000001,493.9090909090909,1853.5,90.0,1857.75
subject_1785157956456,20260728,151215,6,10.391,19,6033.799999999999,457.22727272727275,1921.0,108.30000000000001,1925.5
subject_1785157956456,20260728,151215,7,12.018,19,6558.6,549.0909090909091,1920.0,56.099999999999994,1923.0
subject_1785157956456,20260728,151215,8,13.615,20,6658.199999999999,534.0454545454545,1931.0,74.35000000000001,1932.5
subject_1785157956456,20260728,151215,9,15.273,19,6345.0,530.6363636363636,1917.0,86.19999999999999,1923.5
subject_1785157956456,20260728,151215,10,16.87,20,6692.900000000001,562.6818181818182,1928.5,29.400000000000006,1934.75
