subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785399031142,20260730,180556,0,0.027,3,3360.0,209.3181818181818,578.0,173.3,591.5
subject_1785399031142,20260730,180556,1,1.145,11,1607.8,192.63636363636363,597.0,92.8,414.5
subject_1785399031142,20260730,180556,2,2.769,8,2361.8,227.47727272727275,661.5,78.94999999999999,436.5
subject_1785399031142,20260730,180556,3,4.393,8,1474.5,219.11363636363637,615.5,80.2,377.25
subject_1785399031142,20260730,180556,4,6.018,9,1508.1999999999998,219.22727272727272,590.0,89.9,345.0
subject_1785399031142,20260730,180556,5,7.642,8,1654.6,234.5,686.0,83.05,378.0
subject_1785399031142,20260730,180556,6,9.266,9,1469.8000000000002,239.36363636363637,693.0,74.7,385.5
subject_1785399031142,20260730,180556,7,10.921,8,1591.3,278.5,738.0,108.05,434.5
subject_1785399031142,20260730,180556,8,12.545,7,1419.2,277.22727272727275,663.0,126.2,413.5
subject_1785399031142,20260730,180556,9,14.138,10,1342.8000000000002,247.72727272727272,684.5,120.45,451.5
subject_1785399031142,20260730,180556,10,15.762,9,1551.4,249.27272727272728,609.0,127.69999999999999,414.0
subject_1785399031142,20260730,180556,11,17.387,10,1491.0,249.70454545454544,625.5,139.5,426.75
subject_1785399031142,20260730,180556,12,19.011,8,1640.6999999999998,248.88636363636363,615.0,136.7,450.5
subject_1785399031142,20260730,180556,13,20.697,7,2982.0,285.1363636363636,804.0,144.5,616.5
subject_1785399031142,20260730,180556,14,22.29,12,2954.7,287.52272727272725,610.5,172.35,613.5
subject_1785399031142,20260730,180556,15,23.914,10,2872.7,287.70454545454544,648.0,149.8,618.75
subject_1785399031142,20260730,180556,16,25.507,13,3171.4,279.27272727272725,606.0,165.0,584.0
subject_1785399031142,20260730,180556,17,27.131,10,2467.9,264.5,558.0,148.10000000000002,577.25
subject_1785399031142,20260730,180556,18,28.849,8,3220.9,293.25,575.0,165.05,605.5
subject_1785399031142,20260730,180556,19,30.442,12,2414.3,295.6136363636364,537.0,187.95,571.25
subject_1785399031142,20260730,180556,20,32.035,11,1545.0,295.45454545454544,576.0,191.4,491.0
subject_1785399031142,20260730,180556,21,33.628,12,3029.3999999999996,301.70454545454544,541.5,192.85000000000002,544.75
subject_1785399031142,20260730,180556,22,35.252,11,2547.0,307.09090909090907,562.0,197.0,556.0
subject_1785399031142,20260730,180556,23,36.876,12,3664.7,304.72727272727275,531.5,224.2,554.0
subject_1785399031142,20260730,180556,24,38.563,10,3086.7,306.9090909090909,541.5,205.85,572.5
subject_1785399031142,20260730,180556,25,40.156,11,2652.4,285.8636363636364,569.0,199.0,495.5
subject_1785399031142,20260730,180556,26,41.78,11,2857.0,305.54545454545456,589.0,224.7,546.5
subject_1785399031142,20260730,180556,27,43.373,12,2860.5,326.75,675.0,232.79999999999998,590.25
subject_1785399031142,20260730,180556,28,44.997,11,2623.8,319.54545454545456,584.0,244.9,531.0
subject_1785399031142,20260730,180556,29,46.621,12,3311.7000000000003,307.3636363636364,505.5,235.20000000000002,515.5
subject_1785399031142,20260730,180556,30,48.245,16,3222.8,294.8409090909091,470.0,237.4,456.25
subject_1785399031142,20260730,180556,31,49.932,11,2795.8,319.27272727272725,543.0,250.0,542.5
subject_1785399031142,20260730,180556,32,51.525,11,2914.2,308.0,538.0,263.3,500.5
subject_1785399031142,20260730,180556,33,53.149,12,2949.7,326.2045454545455,568.5,234.25,522.0
subject_1785399031142,20260730,180556,34,54.742,14,3519.9,284.77272727272725,436.5,240.0,446.0
subject_1785399031142,20260730,180556,35,56.366,15,2594.6,295.0,511.0,246.5,440.0
subject_1785399031142,20260730,180556,36,57.99,16,2970.1000000000004,286.6818181818182,403.0,253.9,422.25
subject_1785399031142,20260730,180556,37,59.614,16,2142.5,280.22727272727275,544.5,259.95,428.0
subject_1785399031142,20260730,180556,38,61.301,15,4119.2,278.8181818181818,362.0,254.2,457.0
subject_1785399031142,20260730,180556,39,62.925,15,3891.6000000000004,279.6818181818182,302.0,253.5,425.5
subject_1785399031142,20260730,180556,40,64.549,14,3434.9,289.0909090909091,429.5,258.25,460.0
subject_1785399031142,20260730,180556,41,66.142,15,2600.8,329.54545454545456,581.0,264.6,495.0
subject_1785399031142,20260730,180556,42,67.766,17,4171.6,264.1818181818182,286.0,261.0,396.0
subject_1785399031142,20260730,180556,43,69.359,18,3371.6,247.9318181818182,409.0,249.55,386.5
subject_1785399031142,20260730,180556,44,70.983,17,2224.6,286.8636363636364,521.0,239.8,463.5
subject_1785399031142,20260730,180556,45,72.607,16,3729.6000000000004,232.72727272727275,275.0,242.35000000000002,359.5
subject_1785399031142,20260730,180556,46,74.325,17,3642.8,221.4090909090909,215.0,244.8,322.5
subject_1785399031142,20260730,180556,47,75.918,16,2369.7,310.2045454545455,535.5,238.95,480.25
subject_1785399031142,20260730,180556,48,77.511,16,2289.5,300.8409090909091,512.0,247.0,454.25
subject_1785399031142,20260730,180556,49,79.135,17,3827.2,221.0909090909091,242.0,258.4,329.5
subject_1785399031142,20260730,180556,50,80.728,17,3600.0,211.4090909090909,262.0,250.7,327.0
subject_1785399031142,20260730,180556,51,82.352,17,2436.2,217.5909090909091,489.0,228.9,321.5
subject_1785399031142,20260730,180556,52,83.976,16,3370.8,208.45454545454544,236.5,227.0,318.5
subject_1785399031142,20260730,180556,53,85.694,14,3488.0,201.20454545454544,197.0,236.05,300.25
subject_1785399031142,20260730,180556,54,87.287,16,3982.0,229.3181818181818,255.5,261.25,349.5
subject_1785399031142,20260730,180556,55,88.911,15,2399.8,291.72727272727275,466.0,225.2,458.0
subject_1785399031142,20260730,180556,56,90.504,17,2366.2,281.09090909090907,504.0,234.0,445.0
subject_1785399031142,20260730,180556,57,92.097,16,2776.8999999999996,212.6818181818182,307.0,237.5,297.5
subject_1785399031142,20260730,180556,58,93.721,14,2067.8999999999996,241.77272727272725,448.5,225.45,360.0
subject_1785399031142,20260730,180556,59,95.345,15,1666.6000000000001,252.27272727272728,448.0,203.1,406.5
subject_1785399031142,20260730,180556,60,97.063,14,1599.7000000000003,257.0,585.5,196.14999999999998,480.75
subject_1785399031142,20260730,180556,61,98.656,16,1702.8,257.5,481.0,209.95,418.75
subject_1785399031142,20260730,180556,62,100.249,16,1680.8000000000002,275.20454545454544,525.0,193.14999999999998,454.75
subject_1785399031142,20260730,180556,63,101.873,16,1669.5,264.1136363636364,510.5,187.8,431.25
subject_1785399031142,20260730,180556,64,103.466,17,1887.8000000000002,261.6818181818182,471.0,211.3,424.5
subject_1785399031142,20260730,180556,65,105.09,18,2151.8,239.0909090909091,451.0,224.85000000000002,364.0
subject_1785399031142,20260730,180556,66,106.714,17,2097.4,246.54545454545453,451.0,227.8,376.0
subject_1785399031142,20260730,180556,67,108.338,18,1953.2,253.25,473.5,205.8,403.5
subject_1785399031142,20260730,180556,68,109.963,18,1959.0,261.29545454545456,520.0,221.7,437.25
subject_1785399031142,20260730,180556,69,111.587,18,2127.7,233.77272727272725,438.0,222.3,353.25
subject_1785399031142,20260730,180556,70,113.242,18,2093.1,257.1363636363636,474.5,211.95,435.75
subject_1785399031142,20260730,180556,71,114.835,18,1969.0,253.38636363636363,484.5,208.65,429.0
subject_1785399031142,20260730,180556,72,116.459,18,2018.0,241.63636363636363,456.5,209.10000000000002,393.0
subject_1785399031142,20260730,180556,73,118.083,18,2118.3,247.0909090909091,424.5,208.45,380.5
subject_1785399031142,20260730,180556,74,119.708,18,2018.8000000000002,243.9090909090909,487.0,211.3,416.0
subject_1785399031142,20260730,180556,75,121.332,17,1820.8,229.36363636363637,461.0,198.8,390.0
subject_1785399031142,20260730,180556,76,122.987,17,2106.4,262.77272727272725,493.0,207.8,443.5
subject_1785399031142,20260730,180556,77,124.611,17,1483.0,235.0,523.0,180.5,459.5
subject_1785399031142,20260730,180556,78,126.204,18,1628.8,234.63636363636363,503.0,185.95,410.25
subject_1785399031142,20260730,180556,79,127.828,17,1198.6000000000001,221.0,466.0,145.5,418.0
subject_1785399031142,20260730,180556,80,129.453,17,1640.1999999999998,245.0909090909091,548.0,180.3,449.5
subject_1785399031142,20260730,180556,81,131.077,18,1733.0,250.4318181818182,582.0,195.3,464.0
subject_1785399031142,20260730,180556,82,132.732,18,2132.6000000000004,245.9090909090909,512.5,189.60000000000002,426.5
subject_1785399031142,20260730,180556,83,134.325,17,1712.0,242.27272727272728,626.0,188.7,550.0
subject_1785399031142,20260730,180556,84,135.949,18,1891.6999999999998,223.97727272727275,464.5,193.75,363.75
subject_1785399031142,20260730,180556,85,137.574,18,1663.5,226.27272727272728,484.0,179.0,420.25
subject_1785399031142,20260730,180556,86,139.198,18,1455.3,223.77272727272728,504.5,178.95,418.5
subject_1785399031142,20260730,180556,87,140.822,17,1298.4,212.1818181818182,473.0,166.7,394.0
subject_1785399031142,20260730,180556,88,142.446,17,1322.2,225.54545454545453,486.0,181.3,384.5
subject_1785399031142,20260730,180556,89,144.101,16,1620.0,232.6818181818182,479.0,178.05,413.0
subject_1785399031142,20260730,180556,90,145.694,19,1743.4,240.5909090909091,552.0,192.7,438.0
subject_1785399031142,20260730,180556,91,147.318,18,2013.3,223.0681818181818,475.0,189.8,386.75
subject_1785399031142,20260730,180556,92,148.943,17,1596.6,220.04545454545453,439.0,147.9,391.0
subject_1785399031142,20260730,180556,93,150.567,16,1187.1000000000001,202.79545454545456,431.5,132.55,377.0
subject_1785399031142,20260730,180556,94,152.191,17,1618.4,230.1818181818182,504.0,162.7,432.0
