subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785399031142,20260730,182304,0,0.01,4,2947.7000000000003,156.8181818181818,529.5,202.1,419.75
subject_1785399031142,20260730,182304,1,1.135,10,2925.0,245.38636363636365,695.5,-47.55,479.25
subject_1785399031142,20260730,182304,2,2.759,12,2459.5,194.5,585.0,38.400000000000006,488.0
subject_1785399031142,20260730,182304,3,4.383,10,3016.9,208.52272727272728,681.5,162.15,461.25
subject_1785399031142,20260730,182304,4,6.007,9,3088.8,234.0,686.0,50.2,454.0
subject_1785399031142,20260730,182304,5,7.631,6,2601.7000000000003,291.02272727272725,864.0,-14.549999999999997,515.5
subject_1785399031142,20260730,182304,6,9.255,11,2747.0,223.5,670.0,-24.5,497.0
subject_1785399031142,20260730,182304,7,10.879,8,3349.5,283.02272727272725,812.5,5.350000000000001,516.0
subject_1785399031142,20260730,182304,8,12.503,11,3226.3999999999996,185.3181818181818,612.0,200.6,446.0
subject_1785399031142,20260730,182304,9,14.127,14,2937.6,185.22727272727272,573.5,138.2,440.25
subject_1785399031142,20260730,182304,10,15.751,14,2498.7,180.97727272727272,579.0,100.85,441.0
subject_1785399031142,20260730,182304,11,17.375,10,2055.7,184.65909090909093,585.5,19.65,451.75
subject_1785399031142,20260730,182304,12,18.999,10,2503.3,218.5681818181818,625.0,56.699999999999996,493.0
subject_1785399031142,20260730,182304,13,20.623,12,2359.7,211.5681818181818,621.5,7.899999999999999,495.0
subject_1785399031142,20260730,182304,14,22.247,8,2720.0,253.9318181818182,703.0,0.39999999999999947,507.0
subject_1785399031142,20260730,182304,15,23.871,9,2547.6,203.5909090909091,615.0,41.19999999999999,525.0
subject_1785399031142,20260730,182304,16,25.495,15,3030.8,191.45454545454547,590.0,66.2,470.0
subject_1785399031142,20260730,182304,17,27.119,12,3104.8999999999996,218.3181818181818,593.0,8.85,510.75
subject_1785399031142,20260730,182304,18,28.743,11,3226.2,240.63636363636363,664.0,-18.5,453.5
subject_1785399031142,20260730,182304,19,30.367,9,3063.3999999999996,225.63636363636363,680.0,-106.0,473.5
subject_1785399031142,20260730,182304,20,31.991,10,2717.0,259.0,780.0,19.55,540.0
subject_1785399031142,20260730,182304,21,33.615,8,2429.8,243.72727272727272,713.5,-21.8,603.25
subject_1785399031142,20260730,182304,22,35.239,7,2384.0,255.3181818181818,718.0,-25.6,556.5
subject_1785399031142,20260730,182304,23,36.869,8,2922.2000000000003,243.27272727272725,681.0,65.0,455.5
subject_1785399031142,20260730,182304,24,38.493,7,2203.0,245.86363636363637,730.0,10.200000000000003,459.5
subject_1785399031142,20260730,182304,25,40.117,9,2377.6,258.5,695.0,-69.2,463.5
subject_1785399031142,20260730,182304,26,41.735,9,2528.0,257.8636363636364,758.0,-61.2,506.5
subject_1785399031142,20260730,182304,27,43.359,9,2615.0,260.0,734.0,4.0,534.5
subject_1785399031142,20260730,182304,28,44.983,8,2537.5,261.47727272727275,743.5,8.35,497.5
subject_1785399031142,20260730,182304,29,46.607,9,2788.2,231.72727272727272,618.0,8.5,471.0
subject_1785399031142,20260730,182304,30,48.232,8,2969.4000000000005,264.3409090909091,755.0,-69.5,610.0
subject_1785399031142,20260730,182304,31,49.856,7,3237.0,260.1363636363636,727.0,17.200000000000003,617.0
subject_1785399031142,20260730,182304,32,51.48,9,3570.2,245.72727272727272,709.0,97.6,495.5
