subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785157956456,20260727,224710,0,0.229,3,479.8,67.4090909090909,189.0,-52.3,117.0
subject_1785157956456,20260727,224710,1,1.628,8,589.4,79.45454545454545,202.5,-45.650000000000006,130.0
subject_1785157956456,20260727,224710,2,3.089,8,847.8,89.02272727272728,263.5,-8.899999999999999,180.75
subject_1785157956456,20260727,224710,3,4.799,7,721.4000000000001,70.22727272727273,245.0,5.199999999999999,161.5
subject_1785157956456,20260727,224710,4,6.509,8,427.19999999999993,39.93181818181819,180.0,3.0,128.25
subject_1785157956456,20260727,224710,5,7.939,7,144.20000000000002,32.45454545454545,78.0,-0.3999999999999999,64.0
subject_1785157956456,20260727,224710,6,9.649,7,299.6,30.454545454545453,161.0,4.7,112.5
subject_1785157956456,20260727,224710,7,11.359,7,305.6,24.772727272727273,135.0,12.1,107.5
subject_1785157956456,20260727,224710,8,12.789,7,246.2,18.454545454545453,70.0,0.5,48.0
subject_1785157956456,20260727,224710,9,14.468,7,266.4,23.181818181818183,143.0,14.1,110.0
subject_1785157956456,20260727,224710,10,16.209,6,138.2,12.045454545454547,40.0,2.8,25.5
subject_1785157956456,20260727,224710,11,17.639,5,123.19999999999999,12.136363636363637,45.0,2.1,31.5
subject_1785157956456,20260727,224710,12,19.318,7,132.0,11.454545454545455,40.0,5.2,23.0
subject_1785157956456,20260727,224710,13,21.059,6,114.0,13.272727272727273,35.0,-0.44999999999999996,24.25
subject_1785157956456,20260727,224710,14,22.489,5,148.39999999999998,14.727272727272727,32.0,1.7999999999999998,31.0
subject_1785157956456,20260727,224710,15,24.168,6,138.0,13.90909090909091,40.0,4.5,30.5
subject_1785157956456,20260727,224710,16,25.878,7,110.0,13.318181818181818,34.0,0.0,25.0
subject_1785157956456,20260727,224710,17,27.339,7,136.0,11.181818181818182,44.0,4.0,30.0
subject_1785157956456,20260727,224710,18,28.987,7,94.39999999999999,9.590909090909092,35.0,1.3,32.0
subject_1785157956456,20260727,224710,19,30.728,5,134.8,11.818181818181818,41.0,1.6,28.0
subject_1785157956456,20260727,224710,20,32.189,4,147.4,12.75,26.0,6.7,22.25
subject_1785157956456,20260727,224710,21,33.837,6,134.8,11.136363636363637,32.5,5.8999999999999995,29.25
subject_1785157956456,20260727,224710,22,35.547,6,115.9,10.65909090909091,42.5,1.65,28.0
subject_1785157956456,20260727,224710,23,37.288,5,158.2,13.818181818181818,32.0,3.2,25.5
subject_1785157956456,20260727,224710,24,38.656,7,104.80000000000001,8.590909090909092,26.0,4.8,22.0
subject_1785157956456,20260727,224710,25,40.366,7,140.60000000000002,9.409090909090908,35.0,8.1,23.0
subject_1785157956456,20260727,224710,26,42.076,7,129.79999999999998,10.863636363636363,40.0,1.7,24.0
subject_1785157956456,20260727,224710,27,43.506,6,161.79999999999998,11.568181818181818,38.0,6.75,27.5
subject_1785157956456,20260727,224710,28,45.154,6,125.0,10.636363636363637,41.5,6.0,26.5
subject_1785157956456,20260727,224710,29,46.864,6,101.69999999999999,12.40909090909091,33.5,0.30000000000000004,27.0
subject_1785157956456,20260727,224710,30,48.543,7,107.4,11.045454545454545,34.0,1.9,24.0
subject_1785157956456,20260727,224710,31,49.973,6,127.80000000000001,12.204545454545455,30.0,2.5,24.0
subject_1785157956456,20260727,224710,32,51.59,6,153.1,11.568181818181818,33.0,5.65,25.25
subject_1785157956456,20260727,224710,33,53.331,7,134.79999999999998,14.272727272727273,42.0,0.19999999999999996,32.0
subject_1785157956456,20260727,224710,34,55.01,7,114.39999999999999,12.409090909090908,34.0,2.0,26.5
subject_1785157956456,20260727,224710,35,56.44,7,219.60000000000002,18.227272727272727,44.0,9.1,47.0
subject_1785157956456,20260727,224710,36,58.119,8,139.79999999999998,11.477272727272727,43.0,5.55,28.25
subject_1785157956456,20260727,224710,37,59.829,6,174.4,16.09090909090909,55.5,3.3000000000000003,39.5
subject_1785157956456,20260727,224710,38,61.29,6,169.5,16.068181818181817,60.0,3.75,37.25
subject_1785157956456,20260727,224710,39,62.907,8,211.39999999999998,25.113636363636363,104.5,-1.1500000000000001,63.75
subject_1785157956456,20260727,224710,40,64.555,7,318.0,32.5,153.0,4.4,110.0
subject_1785157956456,20260727,224710,41,66.265,8,255.7,28.727272727272727,54.5,1.6,53.75
subject_1785157956456,20260727,224710,42,67.944,8,373.9,45.272727272727266,145.5,-13.1,92.75
subject_1785157956456,20260727,224710,43,69.374,7,252.4,63.22727272727273,107.0,-43.9,112.0
subject_1785157956456,20260727,224710,44,71.084,6,354.20000000000005,63.25,162.5,-44.85,120.75
subject_1785157956456,20260727,224710,45,72.794,8,381.70000000000005,70.43181818181819,164.0,-41.05,112.75
subject_1785157956456,20260727,224710,46,74.224,8,631.0,84.27272727272728,214.0,-34.25,135.75
subject_1785157956456,20260727,224710,47,75.903,7,586.4000000000001,75.36363636363636,213.0,-35.8,128.0
subject_1785157956456,20260727,224710,48,77.582,7,538.0,70.86363636363636,176.0,-28.7,113.5
subject_1785157956456,20260727,224710,49,79.261,6,401.8,55.90909090909091,155.0,-35.95,106.25
subject_1785157956456,20260727,224710,50,80.691,7,347.2,51.59090909090909,148.0,-37.5,110.0
subject_1785157956456,20260727,224710,51,82.339,7,692.0,89.95454545454545,213.0,-65.9,148.5
subject_1785157956456,20260727,224710,52,84.018,8,564.8,77.36363636363637,196.5,-45.25,142.25
subject_1785157956456,20260727,224710,53,85.697,7,572.0,78.81818181818181,201.0,-39.7,143.0
subject_1785157956456,20260727,224710,54,87.158,6,536.8,64.1590909090909,180.5,-34.099999999999994,123.0
subject_1785157956456,20260727,224710,55,88.775,8,632.5,81.36363636363636,203.0,-53.45,150.75
subject_1785157956456,20260727,224710,56,90.485,7,459.0,62.36363636363637,154.0,-54.2,105.0
subject_1785157956456,20260727,224710,57,92.164,8,628.9,75.70454545454545,208.5,-25.1,120.75
subject_1785157956456,20260727,224710,58,93.625,8,595.8,72.43181818181819,188.5,-33.35,133.25
subject_1785157956456,20260727,224710,59,95.242,7,744.0,95.72727272727273,220.0,-44.0,150.0
subject_1785157956456,20260727,224710,60,96.921,8,522.7,74.27272727272728,195.5,-46.150000000000006,119.5
subject_1785157956456,20260727,224710,61,98.631,6,333.5,55.52272727272727,138.0,-55.55,106.0
subject_1785157956456,20260727,224710,62,100.31,7,405.0,56.54545454545455,149.0,-37.2,115.0
subject_1785157956456,20260727,224710,63,101.709,7,440.79999999999995,62.09090909090909,148.0,-36.6,114.0
subject_1785157956456,20260727,224710,64,103.388,7,432.2,64.5,150.0,-30.1,88.5
subject_1785157956456,20260727,224710,65,105.098,8,384.0,69.13636363636364,151.5,-45.6,112.25
subject_1785157956456,20260727,224710,66,106.559,7,337.2,48.86363636363637,116.0,-43.2,94.0
subject_1785157956456,20260727,224710,67,108.176,8,383.1,52.95454545454545,149.5,-32.8,105.5
subject_1785157956456,20260727,224710,68,109.824,8,372.20000000000005,62.15909090909091,126.0,-48.0,121.75
subject_1785157956456,20260727,224710,69,111.503,7,359.0,51.77272727272727,149.0,-45.6,122.0
subject_1785157956456,20260727,224710,70,113.182,7,303.0,53.27272727272727,136.0,-32.2,92.0
subject_1785157956456,20260727,224710,71,114.861,6,508.3,70.45454545454545,181.5,-74.0,132.5
subject_1785157956456,20260727,224710,72,116.26,8,397.9,63.06818181818181,145.5,-28.950000000000003,97.25
subject_1785157956456,20260727,224710,73,117.877,7,395.79999999999995,69.04545454545455,155.0,-24.5,106.5
subject_1785157956456,20260727,224710,74,119.556,7,376.6,60.09090909090909,150.0,-43.2,103.5
subject_1785157956456,20260727,224710,75,121.235,8,285.8,50.72727272727273,131.5,-38.150000000000006,89.75
subject_1785157956456,20260727,224710,76,122.945,7,226.4,37.77272727272727,90.0,-22.9,74.5
subject_1785157956456,20260727,224710,77,124.344,7,164.39999999999998,29.59090909090909,72.0,-18.7,68.5
subject_1785157956456,20260727,224710,78,125.992,8,164.0,23.045454545454547,55.0,-13.799999999999999,50.5
subject_1785157956456,20260727,224710,79,127.64,8,135.0,16.59090909090909,35.5,-1.1500000000000001,35.25
subject_1785157956456,20260727,224710,80,129.319,8,112.80000000000001,19.727272727272727,27.5,-7.9,33.0
subject_1785157956456,20260727,224710,81,130.967,8,117.5,14.954545454545453,40.0,-0.9,36.25
subject_1785157956456,20260727,224710,82,132.646,6,146.8,19.43181818181818,42.0,-1.85,38.75
subject_1785157956456,20260727,224710,83,134.045,8,114.69999999999999,15.863636363636363,45.5,-4.5,34.5
subject_1785157956456,20260727,224710,84,135.662,9,153.60000000000002,14.590909090909092,34.0,1.7000000000000002,29.5
subject_1785157956456,20260727,224710,85,137.279,8,122.70000000000002,15.431818181818182,40.0,-4.35,34.25
subject_1785157956456,20260727,224710,86,138.896,8,116.2,16.386363636363637,47.0,-6.75,37.0
subject_1785157956456,20260727,224710,87,140.513,7,112.0,17.863636363636363,36.0,-7.9,36.0
subject_1785157956456,20260727,224710,88,142.161,7,118.4,15.727272727272727,34.0,-4.9,32.5
subject_1785157956456,20260727,224710,89,143.778,7,163.8,14.409090909090908,35.0,-2.5,34.0
subject_1785157956456,20260727,224710,90,145.426,6,136.3,11.909090909090908,39.5,3.95,30.0
subject_1785157956456,20260727,224710,91,147.043,8,150.29999999999998,14.431818181818182,38.5,2.0,35.25
subject_1785157956456,20260727,224710,92,148.722,7,129.8,12.636363636363637,38.0,0.20000000000000018,28.5
subject_1785157956456,20260727,224710,93,150.37,8,161.3,12.863636363636363,38.5,4.7,32.75
subject_1785157956456,20260727,224710,94,152.018,8,124.79999999999998,12.772727272727273,34.0,-0.1499999999999999,27.5
subject_1785157956456,20260727,224710,95,153.448,8,83.60000000000001,12.90909090909091,39.5,-1.6999999999999997,35.5
subject_1785157956456,20260727,224710,96,155.065,7,122.0,11.090909090909092,43.0,3.9,28.0
subject_1785157956456,20260727,224710,97,156.682,7,138.4,14.227272727272727,44.0,-7.0,40.5
subject_1785157956456,20260727,224710,98,158.299,8,165.8,13.454545454545453,42.5,5.9,30.5
subject_1785157956456,20260727,224710,99,159.947,7,179.2,14.954545454545455,40.0,7.0,35.0
subject_1785157956456,20260727,224710,100,161.626,8,139.5,12.886363636363637,36.0,4.25,31.5
subject_1785157956456,20260727,224710,101,163.274,7,149.0,13.5,38.0,4.5,35.0
subject_1785157956456,20260727,224710,102,164.922,8,144.2,12.0,35.0,5.45,28.75
subject_1785157956456,20260727,224710,103,166.57,8,137.5,10.90909090909091,27.5,2.3,26.75
subject_1785157956456,20260727,224710,104,168.218,6,134.8,12.295454545454547,33.0,1.85,25.75
subject_1785157956456,20260727,224710,105,169.617,6,109.5,11.477272727272727,34.5,-0.25000000000000017,27.5
subject_1785157956456,20260727,224710,106,171.234,9,122.80000000000001,11.272727272727273,36.0,4.1,31.5
subject_1785157956456,20260727,224710,107,172.851,8,148.7,15.704545454545455,43.0,1.6,34.75
subject_1785157956456,20260727,224710,108,174.53,7,132.4,11.818181818181818,33.0,4.5,26.5
subject_1785157956456,20260727,224710,109,176.209,6,159.0,13.522727272727273,39.5,4.7,31.5
subject_1785157956456,20260727,224710,110,177.826,7,113.2,12.090909090909092,29.0,2.7,27.0
subject_1785157956456,20260727,224710,111,179.474,8,131.29999999999998,13.818181818181818,39.5,0.8,30.0
subject_1785157956456,20260727,224710,112,181.153,6,95.79999999999998,9.681818181818182,34.0,4.55,26.25
subject_1785157956456,20260727,224710,113,182.552,8,123.5,11.522727272727273,39.5,2.0999999999999996,34.5
subject_1785157956456,20260727,224710,114,184.169,6,151.0,11.545454545454545,37.0,9.2,22.25
subject_1785157956456,20260727,224710,115,185.786,6,117.5,12.65909090909091,33.5,4.65,29.25
subject_1785157956456,20260727,224710,116,187.434,7,138.2,11.863636363636363,42.0,3.3,29.5
subject_1785157956456,20260727,224710,117,189.082,6,128.6,13.204545454545455,40.0,-2.1,32.0
subject_1785157956456,20260727,224710,118,190.73,7,155.20000000000002,11.5,41.0,6.1,28.5
subject_1785157956456,20260727,224710,119,192.378,6,136.5,14.65909090909091,35.5,-0.19999999999999996,29.25
subject_1785157956456,20260727,224710,120,194.026,7,124.0,13.318181818181818,36.0,4.0,25.0
subject_1785157956456,20260727,224710,121,195.674,6,160.0,13.40909090909091,43.5,5.45,33.5
subject_1785157956456,20260727,224710,122,197.322,5,113.79999999999998,9.727272727272727,33.0,3.1,23.0
subject_1785157956456,20260727,224710,123,198.721,6,139.60000000000002,11.681818181818182,42.5,9.35,28.0
subject_1785157956456,20260727,224710,124,200.338,6,135.70000000000002,12.181818181818182,38.5,5.3,31.5
subject_1785157956456,20260727,224710,125,201.986,8,119.4,12.15909090909091,37.0,0.44999999999999996,28.0
subject_1785157956456,20260727,224710,126,203.634,7,151.8,14.954545454545455,47.0,-1.7,32.5
subject_1785157956456,20260727,224710,127,205.313,6,129.7,13.386363636363637,34.5,4.55,29.0
subject_1785157956456,20260727,224710,128,206.961,6,130.3,12.204545454545453,38.0,2.25,25.75
subject_1785157956456,20260727,224710,129,208.609,7,130.60000000000002,12.636363636363637,36.0,3.6,23.0
subject_1785157956456,20260727,224710,130,210.257,6,133.7,10.34090909090909,28.5,5.45,21.5
subject_1785157956456,20260727,224710,131,211.656,6,152.5,13.272727272727273,41.0,5.4,33.0
subject_1785157956456,20260727,224710,132,213.304,6,144.6,12.5,40.0,4.9,30.5
subject_1785157956456,20260727,224710,133,214.952,6,157.7,11.022727272727273,37.5,7.25,29.75
subject_1785157956456,20260727,224710,134,216.631,6,135.9,11.136363636363637,31.5,3.85,21.5
subject_1785157956456,20260727,224710,135,218.31,7,137.39999999999998,13.863636363636363,40.0,1.0,33.5
subject_1785157956456,20260727,224710,136,219.74,8,145.2,12.431818181818182,32.5,6.15,31.0
subject_1785157956456,20260727,224710,137,221.388,7,131.8,10.363636363636363,30.0,7.1,25.5
subject_1785157956456,20260727,224710,138,223.067,7,152.8,12.863636363636363,34.0,5.3,32.5
subject_1785157956456,20260727,224710,139,224.746,7,150.2,11.954545454545455,34.0,5.5,26.0
subject_1785157956456,20260727,224710,140,226.207,6,129.4,12.545454545454545,28.5,3.3000000000000003,25.5
subject_1785157956456,20260727,224710,141,227.824,6,132.1,11.522727272727273,34.0,3.05,31.25
subject_1785157956456,20260727,224710,142,229.534,6,124.2,13.09090909090909,37.5,-0.5,29.5
subject_1785157956456,20260727,224710,143,231.244,5,91.4,10.454545454545455,33.0,2.3,30.5
subject_1785157956456,20260727,224710,144,232.674,7,102.60000000000001,10.545454545454545,33.0,-0.5,29.5
subject_1785157956456,20260727,224710,145,234.322,6,149.20000000000002,13.954545454545455,48.0,5.4,35.25
subject_1785157956456,20260727,224710,146,235.97,7,125.19999999999999,13.0,32.0,1.4,28.5
subject_1785157956456,20260727,224710,147,237.618,8,176.1,13.363636363636363,40.5,5.800000000000001,29.25
subject_1785157956456,20260727,224710,148,239.266,5,138.0,13.727272727272727,38.0,1.5,27.5
subject_1785157956456,20260727,224710,149,240.945,6,128.5,11.40909090909091,34.5,3.0,23.25
subject_1785157956456,20260727,224710,150,242.375,6,114.60000000000001,10.75,35.5,2.05,27.25
subject_1785157956456,20260727,224710,151,243.992,7,116.80000000000001,12.772727272727273,36.0,3.6,29.5
subject_1785157956456,20260727,224710,152,245.64,6,104.39999999999999,12.0,43.5,-2.4000000000000004,28.75
subject_1785157956456,20260727,224710,153,247.319,5,117.4,13.090909090909092,37.0,0.6000000000000001,31.0
subject_1785157956456,20260727,224710,154,248.967,6,136.0,12.886363636363637,40.5,3.6500000000000004,26.25
subject_1785157956456,20260727,224710,155,250.615,7,113.0,12.909090909090908,39.0,0.5,33.0
subject_1785157956456,20260727,224710,156,252.076,6,132.79999999999998,12.022727272727273,34.0,4.9,30.25
subject_1785157956456,20260727,224710,157,253.693,6,135.6,12.727272727272727,37.5,3.8000000000000003,27.0
subject_1785157956456,20260727,224710,158,255.372,6,147.89999999999998,12.40909090909091,34.5,1.2999999999999998,27.0
subject_1785157956456,20260727,224710,159,257.02,6,142.6,14.181818181818182,38.5,0.19999999999999996,31.5
subject_1785157956456,20260727,224710,160,258.699,6,137.60000000000002,11.636363636363637,31.5,5.75,24.75
subject_1785157956456,20260727,224710,161,260.347,6,91.6,10.363636363636363,39.0,-0.10000000000000009,22.5
subject_1785157956456,20260727,224710,162,261.777,7,132.0,15.318181818181818,38.0,-0.2999999999999998,30.5
subject_1785157956456,20260727,224710,163,263.394,6,126.6,14.068181818181818,39.5,1.95,30.5
subject_1785157956456,20260727,224710,164,265.011,7,144.39999999999998,15.5,32.0,0.20000000000000018,29.0
subject_1785157956456,20260727,224710,165,266.69,7,153.60000000000002,11.045454545454545,36.0,7.0,30.0
subject_1785157956456,20260727,224710,166,268.369,6,151.0,12.181818181818183,27.0,3.4000000000000004,22.0
subject_1785157956456,20260727,224710,167,270.048,6,111.29999999999998,11.022727272727273,36.0,3.55,29.5
subject_1785157956456,20260727,224710,168,271.478,6,139.60000000000002,11.40909090909091,35.0,6.0,31.5
subject_1785157956456,20260727,224710,169,273.095,6,142.8,12.954545454545453,42.5,3.65,35.5
subject_1785157956456,20260727,224710,170,274.743,7,95.80000000000001,11.090909090909092,38.0,-0.09999999999999998,29.0
subject_1785157956456,20260727,224710,171,276.422,6,128.7,11.227272727272727,39.5,4.65,30.25
subject_1785157956456,20260727,224710,172,278.07,6,138.6,12.954545454545455,38.0,3.1,31.25
subject_1785157956456,20260727,224710,173,279.718,6,113.1,12.977272727272727,48.5,-0.95,30.75
subject_1785157956456,20260727,224710,174,281.366,5,137.2,12.045454545454545,37.0,5.1,31.5
subject_1785157956456,20260727,224710,175,282.983,6,142.2,17.113636363636363,40.5,-0.5,37.0
subject_1785157956456,20260727,224710,176,284.413,8,114.4,13.636363636363637,36.0,1.1,28.5
subject_1785157956456,20260727,224710,177,286.03,7,122.19999999999999,11.636363636363637,37.0,-1.7000000000000002,31.0
subject_1785157956456,20260727,224710,178,287.647,6,109.69999999999999,11.40909090909091,39.5,3.1,30.75
subject_1785157956456,20260727,224710,179,289.295,6,136.9,8.477272727272727,33.5,9.7,21.25
subject_1785157956456,20260727,224710,180,290.943,5,114.80000000000001,11.409090909090908,30.0,1.8,26.5
subject_1785157956456,20260727,224710,181,292.622,6,108.60000000000001,10.068181818181818,42.5,0.09999999999999998,24.25
subject_1785157956456,20260727,224710,182,294.301,5,148.0,11.681818181818182,37.0,5.0,31.5
subject_1785157956456,20260727,224710,183,295.918,6,138.7,14.795454545454547,40.0,3.2,32.25
subject_1785157956456,20260727,224710,184,297.348,7,154.0,14.863636363636363,38.0,4.2,27.5
subject_1785157956456,20260727,224710,185,298.965,6,136.0,12.704545454545453,37.0,3.05,34.0
subject_1785157956456,20260727,224710,186,300.613,6,137.4,12.522727272727273,35.0,4.3,28.25
subject_1785157956456,20260727,224710,187,302.261,6,138.4,12.636363636363637,37.0,7.0,30.0
subject_1785157956456,20260727,224710,188,303.909,7,136.0,13.0,42.0,4.0,31.0
subject_1785157956456,20260727,224710,189,305.588,7,136.6,12.863636363636363,30.0,1.7,30.5
subject_1785157956456,20260727,224710,190,307.236,6,123.10000000000001,14.136363636363637,38.5,4.75,27.75
subject_1785157956456,20260727,224710,191,308.666,7,115.80000000000001,11.727272727272727,39.0,2.9,30.0
subject_1785157956456,20260727,224710,192,310.283,6,154.5,12.59090909090909,38.0,4.6,25.25
subject_1785157956456,20260727,224710,193,311.9,6,155.0,12.931818181818182,39.5,5.25,27.0
subject_1785157956456,20260727,224710,194,313.579,6,143.6,12.136363636363637,34.5,6.4,26.0
subject_1785157956456,20260727,224710,195,315.227,8,136.5,13.295454545454545,38.5,6.3,30.25
subject_1785157956456,20260727,224710,196,316.906,5,153.39999999999998,12.772727272727273,35.0,6.1,30.5
subject_1785157956456,20260727,224710,197,318.554,6,141.9,12.113636363636363,36.5,4.05,25.25
subject_1785157956456,20260727,224710,198,319.984,6,149.1,11.568181818181818,40.5,8.4,30.25
subject_1785157956456,20260727,224710,199,321.601,7,114.60000000000001,10.272727272727273,36.0,3.6,32.0
subject_1785157956456,20260727,224710,200,323.218,6,137.0,14.25,37.5,1.9500000000000002,28.75
subject_1785157956456,20260727,224710,201,324.835,7,112.2,13.409090909090908,38.0,-2.1,27.5
subject_1785157956456,20260727,224710,202,326.514,6,132.1,13.227272727272727,34.0,-2.5,26.25
subject_1785157956456,20260727,224710,203,328.162,6,155.0,12.75,35.0,6.25,27.5
subject_1785157956456,20260727,224710,204,329.81,6,134.2,14.34090909090909,33.0,4.05,25.0
subject_1785157956456,20260727,224710,205,331.489,6,136.7,10.568181818181818,34.0,4.25,24.75
subject_1785157956456,20260727,224710,206,332.919,7,140.39999999999998,12.727272727272727,40.0,3.4,29.0
