subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784256238303,20260721,002130,0,0.111,11,1582.0,199.95454545454547,568.0,31.5,373.5
subject_1784256238303,20260721,002130,1,1.728,13,2772.4,169.9090909090909,428.0,60.5,292.0
subject_1784256238303,20260721,002130,2,3.343,12,760.0,114.3409090909091,411.0,41.65,267.25
subject_1784256238303,20260721,002130,3,4.961,9,738.4,99.86363636363636,371.0,60.2,200.0
subject_1784256238303,20260721,002130,4,6.585,12,1532.4,149.52272727272728,463.5,84.5,366.75
subject_1784256238303,20260721,002130,5,8.208,12,1847.8,152.29545454545456,485.0,45.15,277.75
subject_1784256238303,20260721,002130,6,9.826,14,993.9,130.63636363636363,459.5,48.05,266.25
subject_1784256238303,20260721,002130,7,11.465,14,948.7,120.63636363636363,456.0,86.0,270.5
subject_1784256238303,20260721,002130,8,13.052,13,1403.6,167.1818181818182,504.0,85.2,332.5
subject_1784256238303,20260721,002130,9,14.674,13,1293.8,153.1818181818182,505.0,74.8,466.0
subject_1784256238303,20260721,002130,10,16.293,13,2888.4,134.8181818181818,473.0,91.0,256.5
subject_1784256238303,20260721,002130,11,17.938,14,881.9,142.77272727272725,484.5,72.9,275.0
subject_1784256238303,20260721,002130,12,19.525,13,844.0,139.9090909090909,457.0,81.1,278.0
subject_1784256238303,20260721,002130,13,21.143,13,1124.8,129.27272727272728,481.0,101.3,414.5
subject_1784256238303,20260721,002130,14,22.765,13,1009.4,156.72727272727272,538.0,108.1,492.5
subject_1784256238303,20260721,002130,15,24.384,13,1850.8,156.63636363636363,452.0,96.9,291.0
subject_1784256238303,20260721,002130,16,26.002,15,728.0,152.5909090909091,415.0,131.1,260.5
subject_1784256238303,20260721,002130,17,27.616,13,911.4,156.63636363636363,460.0,98.3,274.5
subject_1784256238303,20260721,002130,18,29.239,13,820.2,134.72727272727272,491.0,132.8,374.5
subject_1784256238303,20260721,002130,19,30.857,12,919.6,148.9318181818182,437.5,139.2,381.25
subject_1784256238303,20260721,002130,20,32.475,15,880.4,159.4090909090909,448.0,107.3,289.5
subject_1784256238303,20260721,002130,21,34.089,13,651.6,152.54545454545453,380.0,140.1,294.0
subject_1784256238303,20260721,002130,22,35.707,14,704.0,163.6590909090909,402.0,145.89999999999998,310.0
subject_1784256238303,20260721,002130,23,37.329,12,802.6,156.54545454545453,427.5,146.5,335.25
subject_1784256238303,20260721,002130,24,38.948,13,757.2,175.9090909090909,389.0,164.3,322.0
subject_1784256238303,20260721,002130,25,40.562,15,850.1999999999999,173.3181818181818,403.0,161.1,326.5
subject_1784256238303,20260721,002130,26,42.18,14,878.2,179.61363636363637,406.0,156.45,344.0
subject_1784256238303,20260721,002130,27,43.798,13,943.5999999999999,201.5,400.0,189.0,412.0
subject_1784256238303,20260721,002130,28,45.421,13,1002.1999999999999,206.3181818181818,499.0,171.2,548.5
subject_1784256238303,20260721,002130,29,47.039,14,1534.6000000000001,203.11363636363637,416.5,150.85,361.5
subject_1784256238303,20260721,002130,30,48.653,17,808.1999999999999,191.8181818181818,366.0,172.5,315.5
subject_1784256238303,20260721,002130,31,50.271,17,766.4000000000001,199.0,388.0,179.1,363.0
subject_1784256238303,20260721,002130,32,51.889,15,945.1999999999999,207.04545454545453,414.0,173.3,379.5
subject_1784256238303,20260721,002130,33,53.507,14,985.7,209.88636363636363,398.5,176.25,415.25
subject_1784256238303,20260721,002130,34,55.129,14,1071.0,189.02272727272728,457.5,152.7,482.25
subject_1784256238303,20260721,002130,35,56.748,14,1410.0,208.6818181818182,385.5,175.35,425.0
subject_1784256238303,20260721,002130,36,58.366,18,1162.6000000000001,190.38636363636363,416.0,184.9,393.0
subject_1784256238303,20260721,002130,37,60.011,16,1095.3999999999999,209.54545454545453,374.5,166.3,363.75
subject_1784256238303,20260721,002130,38,61.629,15,1109.6,196.22727272727272,372.0,156.8,366.5
subject_1784256238303,20260721,002130,39,63.247,16,1063.4,198.63636363636363,389.0,168.25,382.25
subject_1784256238303,20260721,002130,40,64.865,16,1054.7,211.77272727272728,407.5,174.9,419.75
subject_1784256238303,20260721,002130,41,66.483,15,944.8,205.86363636363637,379.0,181.2,468.0
subject_1784256238303,20260721,002130,42,68.07,13,1150.6,211.0909090909091,417.0,164.6,497.5
subject_1784256238303,20260721,002130,43,69.688,16,1644.1000000000001,182.9090909090909,426.0,155.85,464.25
subject_1784256238303,20260721,002130,44,71.306,16,1663.6999999999998,180.75,421.5,160.7,458.5
subject_1784256238303,20260721,002130,45,72.928,18,2099.4,181.36363636363637,413.0,168.3,498.75
subject_1784256238303,20260721,002130,46,74.546,20,1817.1000000000001,152.54545454545456,456.0,160.85,498.75
subject_1784256238303,20260721,002130,47,76.192,19,1540.4,138.86363636363637,474.0,158.2,492.0
subject_1784256238303,20260721,002130,48,77.81,19,1840.1999999999998,135.1818181818182,526.0,156.8,540.0
subject_1784256238303,20260721,002130,49,79.428,19,1998.2,150.13636363636363,533.0,181.6,511.0
subject_1784256238303,20260721,002130,50,81.015,19,2206.0,166.4090909090909,408.0,181.3,509.5
subject_1784256238303,20260721,002130,51,82.633,20,2374.5,172.95454545454547,412.0,169.5,480.5
subject_1784256238303,20260721,002130,52,84.255,20,1978.5,157.13636363636363,476.0,163.35,500.0
subject_1784256238303,20260721,002130,53,85.874,20,2804.8,172.9318181818182,412.5,185.89999999999998,486.0
subject_1784256238303,20260721,002130,54,87.519,19,2932.8,183.0,1019.0,186.9,747.5
subject_1784256238303,20260721,002130,55,89.137,19,2522.0,184.63636363636363,402.0,143.3,458.0
subject_1784256238303,20260721,002130,56,90.724,19,3218.4,208.22727272727272,426.0,170.6,490.5
subject_1784256238303,20260721,002130,57,92.342,20,3244.0,212.63636363636363,476.5,182.8,519.5
subject_1784256238303,20260721,002130,58,93.964,20,3068.4,188.65909090909093,451.0,175.45,503.0
subject_1784256238303,20260721,002130,59,95.583,20,2962.9,204.0681818181818,457.5,156.6,583.5
subject_1784256238303,20260721,002130,60,97.228,19,3180.2,210.5909090909091,1087.0,159.3,810.5
subject_1784256238303,20260721,002130,61,98.846,19,3619.2,234.5909090909091,1245.0,190.8,877.0
subject_1784256238303,20260721,002130,62,100.433,19,3644.0,243.54545454545453,574.0,138.6,634.5
subject_1784256238303,20260721,002130,63,102.051,20,3454.4,235.0909090909091,483.5,155.15,561.75
subject_1784256238303,20260721,002130,64,103.674,20,2323.6000000000004,137.3181818181818,412.5,181.7,480.25
subject_1784256238303,20260721,002130,65,105.292,20,1786.4,131.38636363636363,700.5,177.5,601.75
subject_1784256238303,20260721,002130,66,106.906,19,2295.6,143.63636363636363,462.0,208.9,569.5
subject_1784256238303,20260721,002130,67,108.529,20,3388.7000000000003,173.29545454545456,379.0,262.9,429.5
subject_1784256238303,20260721,002130,68,110.147,20,3671.2,199.38636363636363,387.5,204.7,484.0
subject_1784256238303,20260721,002130,69,111.792,19,2922.6,181.9090909090909,506.0,220.8,589.0
subject_1784256238303,20260721,002130,70,113.41,19,3386.8,194.45454545454547,429.0,224.0,463.5
subject_1784256238303,20260721,002130,71,114.997,20,3642.7,201.13636363636363,330.0,220.0,428.25
