subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784615199160,20260721,152923,0,0.792,14,365.9,32.59090909090909,99.0,-2.5000000000000004,74.5
subject_1784615199160,20260721,152923,1,2.348,12,327.80000000000007,31.113636363636363,103.5,-7.8999999999999995,78.0
subject_1784615199160,20260721,152923,2,3.998,16,346.19999999999993,34.84090909090909,103.5,-1.6499999999999995,80.5
subject_1784615199160,20260721,152923,3,5.679,12,297.9,32.20454545454545,96.5,-5.05,66.25
subject_1784615199160,20260721,152923,4,7.204,12,325.4,32.477272727272734,93.5,-4.1,70.0
subject_1784615199160,20260721,152923,5,8.823,19,472.20000000000005,41.36363636363637,105.0,-9.8,90.0
subject_1784615199160,20260721,152923,6,10.473,18,445.6,43.22727272727273,112.0,-10.5,98.5
subject_1784615199160,20260721,152923,7,12.06,17,375.6,35.45454545454545,110.0,-9.2,81.0
subject_1784615199160,20260721,152923,8,13.679,15,357.40000000000003,32.59090909090909,99.0,-1.0,77.0
subject_1784615199160,20260721,152923,9,15.36,15,357.79999999999995,37.81818181818182,112.0,-3.8000000000000007,84.0
subject_1784615199160,20260721,152923,10,16.916,20,606.0,54.09090909090909,126.5,-16.75,120.25
subject_1784615199160,20260721,152923,11,18.535,20,588.6,47.0,113.0,-9.350000000000001,115.5
subject_1784615199160,20260721,152923,12,20.154,20,563.9,49.95454545454545,126.0,-13.8,111.75
subject_1784615199160,20260721,152923,13,21.772,20,558.3999999999999,53.27272727272727,123.0,-8.5,116.75
subject_1784615199160,20260721,152923,14,23.391,20,690.0999999999999,61.04545454545455,143.0,-13.55,131.75
subject_1784615199160,20260721,152923,15,25.01,20,1583.3,266.8181818181818,397.5,118.85,452.0
subject_1784615199160,20260721,152923,16,26.629,20,1805.0,224.61363636363637,528.5,88.9,510.25
subject_1784615199160,20260721,152923,17,28.247,20,1584.6,205.86363636363637,544.5,104.1,512.75
subject_1784615199160,20260721,152923,18,29.866,20,2243.7,261.9318181818182,814.0,130.14999999999998,706.75
subject_1784615199160,20260721,152923,19,31.485,20,2271.2,254.5909090909091,909.5,95.65,903.25
subject_1784615199160,20260721,152923,20,33.103,20,1765.0,203.02272727272728,669.5,110.5,583.5
subject_1784615199160,20260721,152923,21,34.722,20,1786.5,187.88636363636363,622.0,104.45,614.5
subject_1784615199160,20260721,152923,22,36.341,20,1846.5,217.4318181818182,671.0,78.55000000000001,601.75
subject_1784615199160,20260721,152923,23,37.96,20,1738.5,186.25,619.0,37.3,549.5
subject_1784615199160,20260721,152923,24,39.579,20,1800.6,197.9090909090909,672.5,51.95,619.75
subject_1784615199160,20260721,152923,25,41.197,20,1851.4,214.90909090909093,648.5,75.9,631.25
subject_1784615199160,20260721,152923,26,42.816,20,2055.3,226.27272727272725,668.5,58.15,628.0
subject_1784615199160,20260721,152923,27,44.435,20,1960.6999999999998,207.22727272727272,675.0,37.150000000000006,590.75
subject_1784615199160,20260721,152923,28,46.054,20,2084.0,231.47727272727275,686.0,77.3,669.5
subject_1784615199160,20260721,152923,29,47.673,20,1989.3000000000002,195.8181818181818,596.0,42.8,558.0
subject_1784615199160,20260721,152923,30,49.292,20,1909.8,190.5681818181818,577.5,29.400000000000002,563.5
subject_1784615199160,20260721,152923,31,50.911,20,2050.2000000000003,226.29545454545456,689.0,59.95,642.25
subject_1784615199160,20260721,152923,32,52.529,20,2181.6000000000004,230.25,708.5,89.35,669.5
