subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1784219707826,20260717,021109,0,0.007,12,2770.0,271.5,1157.5,24.5,593.25
subject_1784219707826,20260717,021109,1,1.383,18,2801.6000000000004,85.4090909090909,210.5,182.75,199.75
subject_1784219707826,20260717,021109,2,2.982,19,2976.0,106.63636363636364,370.0,229.0,363.0
subject_1784219707826,20260717,021109,3,4.594,18,3265.2000000000003,121.9090909090909,387.5,243.15,392.25
subject_1784219707826,20260717,021109,4,6.34,16,3284.3,127.97727272727272,361.0,244.1,375.75
subject_1784219707826,20260717,021109,5,7.921,17,3435.2,134.04545454545453,376.0,257.5,374.0
subject_1784219707826,20260717,021109,6,9.528,17,3651.3999999999996,151.86363636363637,413.0,255.39999999999998,416.5
subject_1784219707826,20260717,021109,7,11.14,17,3730.6000000000004,135.6818181818182,343.0,287.5,353.0
subject_1784219707826,20260717,021109,8,12.666,18,3841.8,169.63636363636363,466.0,253.8,480.5
subject_1784219707826,20260717,021109,9,14.368,17,3493.8,158.86363636363637,412.0,222.9,433.0
subject_1784219707826,20260717,021109,10,16.011,16,3339.5,163.13636363636363,413.5,206.2,424.5
subject_1784219707826,20260717,021109,11,17.592,17,3448.8,171.3181818181818,397.0,211.3,424.0
subject_1784219707826,20260717,021109,12,19.235,16,3824.5,166.0,443.5,265.2,423.75
subject_1784219707826,20260717,021109,13,20.78,18,4023.7,161.20454545454544,375.0,291.6,383.0
subject_1784219707826,20260717,021109,14,22.423,17,4333.8,167.4090909090909,382.0,330.3,385.5
subject_1784219707826,20260717,021109,15,23.942,18,4032.3,189.1590909090909,479.5,253.55,512.5
subject_1784219707826,20260717,021109,16,25.646,17,3637.0,185.27272727272728,480.0,211.7,501.0
subject_1784219707826,20260717,021109,17,27.258,17,3404.6000000000004,189.9090909090909,468.0,177.8,493.5
subject_1784219707826,20260717,021109,18,28.87,17,3422.0,177.4090909090909,438.0,190.4,466.0
subject_1784219707826,20260717,021109,19,30.513,16,3200.6,172.5681818181818,414.0,185.15,435.75
subject_1784219707826,20260717,021109,20,32.125,16,3299.3,199.3181818181818,413.0,180.0,452.25
subject_1784219707826,20260717,021109,21,33.706,17,3115.0,186.6818181818182,362.0,167.2,402.5
subject_1784219707826,20260717,021109,22,35.318,17,3516.0,188.22727272727272,466.0,207.2,458.5
subject_1784219707826,20260717,021109,23,36.929,17,3278.3999999999996,155.5909090909091,394.0,213.8,396.0
subject_1784219707826,20260717,021109,24,38.542,17,3565.8,173.77272727272728,367.0,240.8,406.5
subject_1784219707826,20260717,021109,25,40.185,16,3593.1,174.88636363636363,337.5,244.95,386.75
subject_1784219707826,20260717,021109,26,41.797,16,3916.2,153.0909090909091,350.5,287.15,358.25
subject_1784219707826,20260717,021109,27,43.409,16,4056.6,158.9318181818182,351.0,326.29999999999995,390.25
subject_1784219707826,20260717,021109,28,44.989,15,2766.8,176.5,338.0,140.7,384.5
subject_1784219707826,20260717,021109,29,46.632,15,4226.6,147.45454545454547,390.0,328.8,390.5
subject_1784219707826,20260717,021109,30,48.213,17,3314.6000000000004,170.63636363636363,335.0,172.2,381.0
subject_1784219707826,20260717,021109,31,49.825,17,3034.0,169.8181818181818,292.0,185.6,346.0
subject_1784219707826,20260717,021109,32,51.437,12,3239.0,142.0681818181818,260.0,229.5,292.0
subject_1784219707826,20260717,021109,33,53.049,17,3688.2,133.0909090909091,286.0,299.8,310.5
subject_1784219707826,20260717,021109,34,54.66,13,3853.3999999999996,144.6818181818182,287.0,339.6,340.0
