subject,date,session,burst,t_s,n_pulse,A_orig,B_fixed,p2p,ramp,mw_peak
subject_1785397463794,20260730,164455,0,0.937,20,1589.1,156.11363636363637,434.5,-16.9,361.5
subject_1785397463794,20260730,164455,1,2.563,20,1541.4,153.52272727272728,419.5,-17.200000000000003,340.0
subject_1785397463794,20260730,164455,2,4.188,20,1567.2,164.20454545454544,422.0,-8.0,341.75
subject_1785397463794,20260730,164455,3,5.813,20,1631.6,171.13636363636363,416.5,-20.5,331.75
subject_1785397463794,20260730,164455,4,7.438,20,1464.8000000000002,151.9090909090909,351.5,-17.65,291.5
subject_1785397463794,20260730,164455,5,9.063,20,1194.3000000000002,162.11363636363637,369.5,-20.450000000000003,282.25
subject_1785397463794,20260730,164455,6,10.688,20,1373.8,192.27272727272728,453.5,-24.65,338.75
subject_1785397463794,20260730,164455,7,12.313,20,1306.8000000000002,177.47727272727272,412.5,-31.799999999999997,295.0
subject_1785397463794,20260730,164455,8,13.938,20,1293.9,183.22727272727272,413.0,-16.549999999999997,308.75
subject_1785397463794,20260730,164455,9,15.563,20,1257.8000000000002,179.25,412.0,-18.6,295.25
subject_1785397463794,20260730,164455,10,17.188,20,1407.8,186.8409090909091,428.5,-10.149999999999999,311.75
subject_1785397463794,20260730,164455,11,18.813,20,1664.3,193.70454545454544,435.5,-18.6,315.25
subject_1785397463794,20260730,164455,12,20.438,20,1580.4,197.38636363636363,446.5,-30.75,315.0
subject_1785397463794,20260730,164455,13,22.063,20,1545.9,198.29545454545456,479.5,-32.35,308.75
subject_1785397463794,20260730,164455,14,23.688,20,1204.4,176.8181818181818,419.5,-23.45,280.5
subject_1785397463794,20260730,164455,15,25.313,20,1297.4,175.5681818181818,416.5,-35.95,284.5
subject_1785397463794,20260730,164455,16,26.938,20,1218.7,171.4318181818182,421.5,-36.35,269.0
subject_1785397463794,20260730,164455,17,28.563,20,1306.8,176.45454545454544,433.5,-40.25,282.0
subject_1785397463794,20260730,164455,18,29.967,35,1707.2,194.9090909090909,480.0,-64.8,298.5
subject_1785397463794,20260730,164455,19,35.063,20,1525.9,177.04545454545456,445.5,-60.85,265.25
subject_1785397463794,20260730,164455,20,36.688,20,835.3000000000001,88.61363636363637,216.0,-25.5,160.0
subject_1785397463794,20260730,164455,21,38.313,20,1267.8999999999999,140.45454545454544,363.0,-59.95,210.0
subject_1785397463794,20260730,164455,22,39.938,20,1197.5,143.3409090909091,374.0,-47.75,234.0
subject_1785397463794,20260730,164455,23,41.563,20,1033.0,91.75,233.0,-56.650000000000006,159.75
subject_1785397463794,20260730,164455,24,43.188,20,930.5999999999999,105.31818181818181,266.5,-47.900000000000006,187.25
subject_1785397463794,20260730,164455,25,44.813,20,689.5,70.0909090909091,140.5,-34.05,117.75
subject_1785397463794,20260730,164455,26,46.438,20,687.8,67.97727272727273,118.5,-29.8,106.75
subject_1785397463794,20260730,164455,27,48.063,20,611.9000000000001,64.9090909090909,114.0,-32.55,101.5
subject_1785397463794,20260730,164455,28,49.688,20,743.8,105.97727272727272,226.5,-28.200000000000003,170.75
subject_1785397463794,20260730,164455,29,51.313,20,1202.1999999999998,160.72727272727272,387.5,-21.65,245.25
subject_1785397463794,20260730,164455,30,52.938,20,1327.9,182.88636363636363,417.5,-22.9,288.0
subject_1785397463794,20260730,164455,31,54.563,20,1517.9,174.77272727272725,423.0,-34.400000000000006,269.25
subject_1785397463794,20260730,164455,32,56.188,20,1263.8,147.0,362.5,-55.7,218.5
subject_1785397463794,20260730,164455,33,57.813,20,607.0,57.11363636363636,131.0,-38.6,98.5
subject_1785397463794,20260730,164455,34,59.438,20,560.0,37.22727272727273,70.5,-38.5,65.0
